등급,번호,상호명,구분,소재지,회차
1등,7,행운복권방,자동,제주 제주시 우정로11길 12,980
1등,1,연남복권방,자동,"서울 마포구 성미산로28길 25 1층 우측상가(연남동, 스퀘어일레븐)",981
1등,2,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr),981
1등,3,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호,981
1등,4,부일카서비스,자동,부산 동구 자성로133번길 35,981
1등,5,장산복권방,자동,부산 해운대구 해운대로81번길 8 야후공인중개사 사무소내,981
1등,6,복권나라,자동,인천 미추홀구 토금북로 47,981
1등,7,로또판매점,자동,인천 부평구 안남로 279,981
1등,8,샹제르망베어커리,수동,광주 북구  북문대로159번길 25 샹제르망베이커리내,981
1등,9,주엽역 로또판매점,자동,경기 고양시 일산서구 중앙로 1437 도로,981
1등,10,복권 판매점,자동,경기 구리시 안골로 101,981
1등,11,코사마트역전점,수동,경기 평택시 중앙2로 1,981
1등,12,해피로또,자동,경기 평택시 비전2로 121 103호,981
1등,13,LG25시북부점 로또복권,반자동,경남 양산시  중앙로 133 가1-72-13,981
1등,1,신영슈퍼,반자동,서울 강남구 광평로51길 27 삼익아파트상가101호,982
1등,2,월드 복권방,수동,"서울 강서구 곰달래로53길 41 1층 102호(화곡동, 재룡빌딩)",982
1등,3,현진식품,수동,서울 구로구 중앙로 32,982
1등,4,아이러브마트복권방,수동,울산 중구 유곡로 19-1,982
1등,5,복권나라,자동,경기 고양시 일산동구 하늘마을1로 9 104호,982
1등,6,행운복권,자동,경기 김포시 양도로19번길 7 가나프라자 103호,982
1등,7,CU(옥산사랑점),자동,경북 경산시  경산로40길 11,982
1등,8,GS25(양산혜인점),수동,경남 양산시  웅상대로 955,982
1등,1,GS25(방이중앙점),자동,서울 송파구  오금로11길 6,983
1등,2,갑부복권판매점,자동,서울 용산구 대사관로 80,983
1등,3,미화당슈퍼한신태화점,자동,부산 사상구 낙동대로1210번길 53 한신괘법1차아파트상가,983
1등,4,복권방,자동,대구 달서구 성지로 66,983
1등,5,해피+24시편의점,자동,광주 북구 하서로 330,983
1등,6,현암꽃플라워,자동,대전 동구 태전로 167,983
1등,7,영화모음,자동,경기 수원시 장안구 금당로39번길 6 뉴타운프라자A-107,983
1등,8,명지나눔로또,자동,경기 용인시 처인구 명지로 41 에이치탑용인빌딩5 제지1층 제비111호,983
1등,9,행운복권,수동,경기 의정부시 평화로 359 상가동 110호,983
1등,10,팡팡복권방,자동,경남 창원시 성산구 신촌로 101,983
1등,1,복권방,자동,서울 마포구 백범로 127,984
1등,2,재원마트,자동,서울 성북구  종암로21길 81 성은빌딩,984
1등,3,가온공인중개사무소,자동,인천 강화군 중앙로 27 104호,984
1등,4,버스표가판점,자동,경기 안양시 동안구 동안로 125-2 범계역4-1출구앞 버스표가판점,984
1등,5,복권마트,자동,강원 홍천군 홍천로 409 1층,984
1등,6,이마트24 순천산단점,자동,전남 순천시 산단1길 6,984
1등,7,신라슈퍼,자동,경북 포항시 남구 일월로 112,984
1등,1,명당복권방,자동,서울 동작구 상도로 281 1층,985
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),985
1등,3,복권천국,자동,서울 성동구 무학봉16길 22-2 1층,985
1등,4,부일카서비스,자동,부산 동구 자성로133번길 35,985
1등,5,로또타운점,수동,대전 대덕구  우암로 466,985
1등,6,로또복권,자동,울산 울주군 해맞이로 1578,985
1등,7,로또판매 김포운양점,수동,"경기 김포시 김포한강11로 276 718동 지1층 101호,풍경마을반도유보라아파트",985
1등,8,대운,자동,경기 김포시 대명항로 209,985
1등,9,대박찬스,자동,충북 청주시 흥덕구 가경로161번길 3,985
1등,10,마니마니 행복쇼핑,자동,경남 고성군  남일로 411-3,985
1등,1,투데이,자동,서울 동대문구 천호대로 67 1층,986
1등,2,프로토베팅샵,자동,부산 중구 국제시장2길 5 4호,986
1등,3,일등복권편의점,자동,대구 달서구 대명천로 220 1층,986
1등,4,복권명당,수동,대구 수성구 들안로 243,986
1등,5,대박찬스,수동,경기 남양주시 장현로 111 1층1호,986
1등,6,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동),986
1등,7,로또명당,반자동,경기 시흥시 신현로 21-1 101호,986
1등,8,날개복권#,자동,충남 서산시 율지5로 16,986
1등,9,로또명당인주점,자동,충남 아산시 서해로 519-2,986
1등,10,천하명당복권방,자동,경북 포항시 남구 중섬로 26,986
1등,1,인터넷 복권판매사이트,반자동,동행복권(dhlottery.co.kr),987
1등,2,세진전자통신,자동,대구 서구 서대구로 156,987
1등,3,천하명당복권방역전점,자동,대전 동구 대전로 815,987
1등,4,대박로또,수동,울산 남구 번영로75번길 38,987
1등,5,로또명당 대박복권방,자동,경기 광명시  소하로 78 109호(소하동 신성프라자),987
1등,6,대운,자동,경기 김포시 대명항로 209,987
1등,7,매탄동슈퍼,수동,경기 수원시 영통구 매봉로49번길 51,987
1등,8,복드림로또복권방,자동,경기 의왕시 부곡시장4길 17 1층,987
1등,9,남운유통,수동,충북 충주시 애향로 40 1층,987
1등,10,복권명당,수동,경북 김천시 용암로 2,987
1등,1,로또복권판매,자동,서울 강북구 솔샘로67길 71,988
1등,2,지에스25 신매태왕점로또,자동,대구 수성구 욱수천로 70 편의점_GS25,988
1등,3,GS25(수성시지점),자동,대구 수성구  고산로18길 9,988
1등,4,행운생활건강,수동,인천 서구 고래울로 42,988
1등,5,맑은샘,자동,광주 동구 중앙로 161-1 NC웨이브 정문앞 가판,988
1등,6,로데오복권방,자동,경기 고양시 일산동구  무궁화로 40 우림보보카운티108,988
1등,7,금손로또,자동,경기 의왕시 부곡중앙남1길 37,988
1등,8,복권나라,자동,경기 포천시 죽엽산로35번길 1,988
1등,9,나나 복권판매소,자동,경남 양산시 상북중앙로 319 복권판매점,988
1등,1,명당마트,자동,서울 강서구 양천로 91,989
1등,2,로또픽,자동,서울 양천구 지양로 62 1층 일부,989
1등,3,태안로또명당,자동,충남 태안군 샘골로 12-1 구)등대식관,989
1등,4,진양상회,자동,경북 영주시 선비로 68,989
1등,1,오케이상사,자동,서울 서초구 신반포로 176 센트럴시티내100호매점,990
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),990
1등,3,복권방,자동,대구 달서구 성지로 66,990
1등,4,황금대박점,자동,대구 수성구 지범로 62 1층 복권판매점,990
1등,5,세븐일레븐인천인하대점,수동,인천 미추홀구 한나루로477번길 78,990
1등,6,세븐일레븐 주안역 지하상가점,자동,인천 미추홀구  주안로 86 28294647호,990
1등,7,로또,자동,경기 고양시 일산동구 무궁화로 20-18 101호,990
1등,8,로또25시,수동,경기 수원시 권선구 금곡로102번길 15 비즈웍스 111호,990
1등,9,세븐일레븐 오산양산점 로또판매점,수동,경기 오산시 양산로410번길 10 양산동,990
1등,10,GS25송탄터미널점,자동,경기 평택시 송탄로 412-1,990
1등,11,대박슈퍼,자동,세종   행복10길 3 1층 101호,990
1등,12,빛가람나눔슈퍼,자동,전남 나주시 호수로 74 103호,990
1등,13,옥좌로또점,자동,경북 경주시 내외로 10 좌측4번째상가,990
1등,14,목화휴게소,자동,경남 사천시 사천대로 912,990
1등,1,아현역3번출구앞가판점,자동,서울 마포구 마포대로 249 아현역3번출구앞,991
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),991
1등,3,노다지복권방,자동,부산 북구 덕천로 287,991
1등,4,한꿈복권방,수동,울산 중구 번영로 586,991
1등,5,마이더스로또복권방,자동,경기 안양시 동안구 안양판교로 12-2,991
1등,6,명당로또복권판매점,수동,"경기 용인시 기흥구 흥덕2로87번길 18 상가 에이동 101호, 102호",991
1등,7,금손로또판매점,수동,충남 당진시 서해로 5772,991
1등,8,로또판매점(무지개점),자동,경북 포항시 남구 중앙로 110 중간 상가,991
1등,1,우일,수동,서울 송파구 마천로 235,992
1등,2,로또,자동,서울 중구  퇴계로86길 42,992
1등,3,이마트24백석동문점,자동,경기 고양시 일산동구  호수로 358-26 203동1층 101호,992
1등,4,성공복권방,수동,경기 여주시  청심로 96 장터마트 1층,992
1등,5,복권나라,자동,강원 원주시 평원로 23 1층,992
1등,6,해적책대여점 복권방,자동,충북 청주시 서원구 대원로 28,992
1등,7,나래복권,자동,충북 충주시  충원대로 952 1층,992
1등,8,황실복권방,자동,충남 천안시 동남구 충절로 799,992
1등,9,로또복권판매도통점,자동,전북 남원시 용성로 232,992
1등,10,나이스로또복권,자동,전남 여수시 이순신광장로 210,992
1등,11,삼삼마트,자동,경남 진주시 진주대로 1165-1,992
1등,12,CU(통영북신에이스점),수동,경남 통영시  무전8길 14-12,992
1등,1,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동),993
1등,2,일등대박복권,자동,경기 화성시 효행로 1363,993
1등,3,영광로또,자동,충북 충주시 충청대로 2220-2 1층,993
1등,4,세븐일레븐아산용화성지점,자동,충남 아산시 시민로 292 세븐일레븐 편의점내,993
1등,5,위앤조이,반자동,충남 천안시 서북구 천안대로 1391,993
1등,6,GS25(경산정평점),수동,경북 경산시  강변서로51길 18,993
1등,1,개미식품,수동,서울 동작구 노량진로 110 건설상가 115호,994
1등,2,드림,자동,서울 서대문구 증가로 247 1층,994
1등,3,팬레코드,자동,부산 남구 수영로 253,994
1등,4,드림마트,수동,인천 서구 검단로 490,994
1등,5,금곡로,자동,"경기 수원시 권선구 금곡로197번길 18-23 105호(금곡동, 해피라움블루)",994
1등,6,복권나라,자동,충북 청주시 청원구 율봉로176번길 8-2,994
1등,7,드림통신(구)굿타임24아산석정점,수동,충남 아산시 충무로 230,994
1등,8,씨유 충효그린점,수동,경북 경주시 충효녹지길 52 CU충효그린점,994
1등,9,운수대통복권판매점,자동,경남 거제시 능포로 108 102동 109호,994
1등,10,부강 돈벼락,자동,경남 양산시  물금로 41 양산물금양우내안애5차리버파크 상가108호 양우대산부동산 내,994
1등,11,GS25(양산혜인점),자동,경남 양산시  웅상대로 955,994
1등,12,행복을주는가게,자동,제주 서귀포시 태평로 505 1층 세븐일레븐,994
1등,1,찻잔에담긴행운,자동,경기 남양주시 덕소로 125 나동 102호,995
1등,2,용꿈돼지꿈복권전문점,자동,강원 동해시 중앙로 234 이주민상가1층15호,995
1등,3,영약국,자동,충남 금산군 인삼로 104,995
1등,4,이마트24 순천산단점,자동,전남 순천시 산단1길 6,995
1등,5,경이네복권마트,자동,"경북 포항시 북구 장량중앙로 81 431동117호,삼구트리니엔4차상가",995
1등,6,로또명당 신마산점,자동,경남 창원시 마산합포구 문화동7길 3 1층,995
1등,7,채널큐,자동,경남 창원시 마산합포구 산호남로 11-1,995
1등,1,로또판매,자동,서울 노원구 한글비석로15길 27,996
1등,2,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,996
1등,3,일등다방 복권판매점,자동,인천 계양구 오조산로45번길 16 107호,996
1등,4,수퍼복권대박,자동,인천 연수구 용담로 60 1층,996
1등,5,행복드림로또,자동,광주 광산구 왕버들로 265 1층 103-1호,996
1등,6,노다지복권방,수동,대전 서구 조달청길 62,996
1등,7,대박나라행운잔치,수동,경기 고양시 일산서구 일산로 593 백암빌딩101호,996
1등,8,금나와라뚝딱,자동,경기 용인시 처인구 지삼로 612,996
1등,9,행운슈퍼,자동,경기 평택시 서동대로 2623 1층,996
1등,10,예인기획,자동,경기 화성시 3.1만세로 1127,996
1등,11,드림복권전문점,수동,강원 춘천시 춘주로 195,996
1등,12,원동슈퍼,자동,충남 보령시 대천로 28,996
1등,13,서산로또명당점,수동,충남 서산시 서해로 3207 세븐일레븐편의점 옆,996
1등,14,성호로또,자동,전남 광양시  대림오성로 37 1층,996
1등,15,복권왕국,자동,전남 여수시 화산로 134,996
1등,16,복권나라,자동,경북 포항시 북구 장량로140번길 9,996
1등,17,코사할인마트,수동,경남 거제시 거제북로 46,996
1등,18,삼호판매점,자동,경남 양산시 서창로 176 복권판매점,996
1등,1,베스토아,수동,서울 강남구 역삼로 166,997
1등,2,삼익마트,수동,서울 강동구 상암로 211 1층,997
1등,3,복권나라,자동,서울 관악구 남부순환로 1739-9,997
1등,4,가로판매소,수동,서울 구로구 새말로 117-24 (신도림역2번출구)(구로동),997
1등,5,다모아복권,자동,서울 구로구 경인로19길 4,997
1등,6,노다지 노원역점 복권방,자동,서울 노원구 상계로 78,997
1등,7,복다방,수동,서울 성동구 동일로 135 1층 102호,997
1등,8,그린마트,반자동,서울 송파구 백제고분로19길 26 1층,997
1등,9,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호,997
1등,10,서원탑훼미리,자동,부산 동구 수정공원로 55 4동 1층 101호,997
1등,11,로또구포점,자동,부산 북구 덕천2길 23-3 1층,997
1등,12,대박로또복권,자동,대구 동구 메디밸리로 5-21,997
1등,13,복권광장,자동,인천 부평구 백범로 500 1층(십정동),997
1등,14,포시즌마전점,자동,인천 서구 완정로10번길 6-6 검단2지구37블록1롯트,997
1등,15,모닝마트(학성점),자동,울산 중구 학성로 189,997
1등,16,홈돌이로또복권,수동,경기 김포시 중봉로 14 삼성홈플러스2층,997
1등,17,가판점,자동,경기 부천시 자유로 33 이마트앞 지하도입구,997
1등,18,로또복권판매점,자동,경기 평택시 서정로 237,997
1등,19,금강복권,자동,경남 거제시 거제남서로 3239,997
1등,1,행운복권방,자동,서울 서대문구  북아현로 34-3,998
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),998
1등,3,복드림,수동,서울 영등포구 양평로 117,998
1등,4,금집복권,자동,광주 북구 첨단연신로108번길 134,998
1등,5,지오,자동,경기 남양주시 금강로 1617 1층,998
1등,6,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885,998
1등,7,황금복권마트,자동,경기 이천시 증신로325번길 5 1층,998
1등,8,로또명당인주점,자동,충남 아산시 서해로 519-2,998
1등,9,Letsgo복권유통,자동,전북 전주시 덕진구 무삼지로 29,998
1등,10,싹쓰리복권방,자동,전북 전주시 완산구 마전들로 41 1층 101호,998
1등,11,새론마트내로또복권,자동,전남 순천시 북문5길 5 새론마트,998
1등,12,폭스일레븐(창원점),자동,경남 창원시 성산구 가양로136번길 14 대양빌딩102호,998
1등,1,복권천하,자동,서울 강북구 월계로7나길 23,999
1등,2,굿타임,자동,서울 서대문구 거북골로 39,999
1등,3,로또방,자동,서울 영등포구 영중로 12,999
1등,4,케이(k)복권방,수동,부산 사하구 장평로 300,999
1등,5,부산슈퍼,자동,부산 중구  흑교로31번길 13,999
1등,6,노다지복권방,자동,부산 해운대구 신반송로 179,999
1등,7,네잎클로버,수동,울산 북구 당수골6길 20 1층,999
1등,8,복권닷컴,수동,경기 성남시 수정구 탄리로 79,999
1등,9,농협앞 가판점,자동,경기 성남시 수정구 수정로 128,999
1등,10,복권방,수동,경기 수원시 팔달구 권광로 213,999
1등,11,행운이가득한집,자동,경기 안산시 상록구 건건로 28 동호상가B-14호,999
1등,12,나눔로또,자동,"경기 화성시 상신하길로274번길 21 상가1동 104,105,106호",999
1등,13,전우사,자동,강원 춘천시 금강로 44,999
1등,14,썬마트,수동,충북 청주시 흥덕구 진재로23번길 25,999
1등,15,신천하명당,자동,충남 예산군 발연로 1 이마트 24 내,999
1등,16,CU노서점,자동,경북 경주시 금성로259번길 38 1층 CU 노서점 내,999
1등,1,행운식품,자동,서울 관악구 신원로3길 21,1000
1등,2,로또백화점 홍은점,수동,서울 서대문구  세검정로 99-1 1층 좌측,1000
1등,3,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr),1000
1등,4,복권나라,수동,서울 성동구 용답중앙15길 12-1 1층,1000
1등,5,티에스네트웍스,자동,"서울 영등포구 신길로28길 9 상가동 B2층 00006호(신길동, 힐스테이트클래시안)",1000
1등,6,서면로또,자동,부산 부산진구 동천로 70 서면쌍용플래티넘110호,1000
1등,7,로터리복권방,수동,부산 서구 자갈치로 4,1000
1등,8,로터리복권방,수동,부산 서구 자갈치로 4,1000
1등,9,수퍼복권대박,수동,인천 연수구 용담로 60 1층,1000
1등,10,돈벼락맞는곳,수동,대전 서구 복수남로 16,1000
1등,11,와우복권방,자동,대전 중구 평촌로 94-1,1000
1등,12,웃는로또방,수동,경기 고양시 덕양구 토당로 102,1000
1등,13,강선복권,반자동,경기 고양시 일산서구 중앙로 1376 상가동 에이1층 9호,1000
1등,14,올웨이즈,자동,경기 군포시  산본로 378 산본사이버텔 사이버텔109호,1000
1등,15,행운 아이스크림 판매점,자동,경기 부천시 부일로 434-1 1층,1000
1등,16,복권방,수동,경기 안양시 동안구 부림로 194,1000
1등,17,복권나라,수동,경기 포천시 죽엽산로35번길 1,1000
1등,18,동탄복합문화센터복권판매점,자동,경기 화성시 여울로 189-16 1층,1000
1등,19,더블로또,수동,강원 양구군 양구새싹로 22 1층 GS25,1000
1등,20,복권명당,수동,충북 청주시 상당구 월평로 204,1000
1등,21,영유통(로또복권),수동,전북 군산시 미룡로 45,1000
1등,22,로또복권판매,수동,제주 서귀포시 표선동서로 230,1000
1등,1,행운복권,자동,서울 강북구 솔샘로 212 1층,1001
1등,2,복권백화점,자동,서울 은평구 연서로29길 7-2 1층,1001
1등,3,빅세일복권방,자동,부산 부산진구 서면문화로 6,1001
1등,4,복권명당(동아스포츠점),자동,대구 수성구 지범로 91 1층,1001
1등,5,최강복권&아이스크림,수동,경기 고양시 덕양구 삼송로 176-1,1001
1등,6,최강복권&아이스크림,수동,경기 고양시 덕양구 삼송로 176-1,1001
1등,7,대박복권방,자동,경기 남양주시 맷돌로 118 중흥프라자101호,1001
1등,8,월산리주고받는로또,자동,경기 남양주시 경춘로 2244 1층 CU내,1001
1등,9,소망로또,자동,경기 의정부시 평화로 176,1001
1등,10,법원로또,자동,강원 원주시 무실로 300 상가 101호,1001
1등,11,영화유통,자동,경북 포항시 북구 양학천로 15,1001
1등,12,진양호,자동,경남 진주시 남강로 58 1층,1001
1등,1,투데이,수동,서울 동대문구 천호대로 67 1층,1002
1등,2,그린마트,자동,서울 송파구 백제고분로19길 26 1층,1002
1등,3,진우복권,자동,부산 연제구 월드컵대로 119 204호(연산동),1002
1등,4,복권방,자동,인천 남동구 백범로 123 cu편의점,1002
1등,5,복권판매점,수동,경기 성남시 수정구  남문로77번길 13-1 1층,1002
1등,6,에이데이마트,자동,전남 목포시 백년대로375번길 42 에이데이마트,1002
1등,7,동일설비 명성복권,자동,경북 안동시 경동로 913,1002
1등,8,행복충전,수동,경북 포항시 북구 삼흥로 441 3호,1002
1등,1,가로판매대,자동,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점),1003
1등,2,노다지복권방,자동,서울 동대문구 한빛로 1-1,1003
1등,3,버스매표소,자동,인천 부평구 부평대로 3 가판,1003
1등,4,노다지복권방,수동,인천 연수구 앵고개로 256,1003
1등,5,천복권방,자동,대전 대덕구 한밭대로1043번길 2,1003
1등,6,주엽역 로또판매점,자동,경기 고양시 일산서구 중앙로 1437 도로,1003
1등,7,해뜰날,수동,경기 동두천시 중앙로 134-30,1003
1등,8,해뜰날,수동,경기 동두천시 중앙로 134-30,1003
1등,9,해뜰날,수동,경기 동두천시 중앙로 134-30,1003
1등,10,해뜰날,수동,경기 동두천시 중앙로 134-30,1003
1등,11,해뜰날,수동,경기 동두천시 중앙로 134-30,1003
1등,12,오이도직판장마트,자동,경기 시흥시 오이도로 167 오이도이주단지B,1003
1등,13,떳다복권방,자동,전북 군산시 조촌로 90,1003
1등,14,로또복권판매,자동,제주 서귀포시 표선동서로 230,1003
1등,1,금손복권,자동,서울 마포구 새창로 22 1층(도화동),1004
1등,2,교통카드,자동,서울 서초구 강남대로 517,1004
1등,3,G마트,자동,서울 영등포구 디지털로 387,1004
1등,4,만복래,자동,인천 부평구 주부토로 20-2 1층,1004
1등,5,잉크와복권,자동,경기 광명시 시청로 69,1004
1등,6,대박로또,자동,충남 당진시 서해로 6869,1004
1등,7,천하명당복권방,자동,충남 홍성군 조양로 180,1004
1등,8,포시즌마트 빛가람희망로또,자동,전남 나주시 그린로 351 110호 포시즌마트,1004
1등,9,로또야놀자,자동,경북 경주시 양정로 211,1004
1등,10,로또월드,수동,경북 성주군 성주순환로 113 1층 창민전기,1004
1등,1,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,1005
1등,2,부일카서비스,자동,부산 동구 자성로133번길 35,1005
1등,3,대박신화로또판매점,자동,인천 미추홀구  인하로 267 1층,1005
1등,4,드림마트,수동,인천 서구 검단로 490,1005
1등,5,영화복권(버들점),자동,광주 서구 상무버들로 32,1005
1등,6,이전유통,자동,경기 고양시 일산동구 호수로446번길 54 1층,1005
1등,7,마리오슈퍼,반자동,경기 부천시 송내대로265번길 85 1층 118호,1005
1등,8,남문시장,수동,"경기 수원시 팔달구 수원천로255번길 6 89호(영동, 영동시장)",1005
1등,9,용꿈돼지꿈복권방,수동,경기 시흥시 하중로 235 법조타운103호,1005
1등,10,도깨비복권방,자동,전북 군산시 문화로 29,1005
1등,11,복권명당,자동,경북 경주시 동문로 46,1005
1등,12,천하명당복권방,수동,경남 거제시 옥포성안로 60,1005
1등,1,다판다25 일광푸르지오점,자동,부산 기장군 정관4로 45 제일빌딩 103호,1006
1등,2,종로복권,수동,인천 서구 검단로 519 종로문고,1006
1등,3,로또랑 슈퍼랑,자동,경기 고양시 일산동구  고양대로 739 주은프라자 1층 108호,1006
1등,4,토큰박스,자동,경기 남양주시 진건오남로 109 동양할인마트 앞 로또판매점,1006
1등,5,북문복권방,자동,경기 수원시 장안구 정조로 927-1,1006
1등,6,지니로또복권방,자동,경기 오산시 대호로 70,1006
1등,7,행운복권방,수동,경기 포천시 솔모루로 86-1,1006
1등,8,서울로또방,자동,충북 옥천군 삼금로 8,1006
1등,9,로또복권,자동,경남 창원시 의창구  원이대로69번길 24-4 1층 103호 태경동태탕,1006
1등,1,소울로또,수동,서울 강동구 진황도로 119,1007
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),1007
1등,3,뉴빅마트,자동,부산 기장군 정관중앙로 48 106호,1007
1등,4,로또나라,자동,부산 북구 팽나무로 1,1007
1등,5,복권명당,반자동,대구 수성구 천을로 180 동서1차아파트상가108-112호,1007
1등,6,로또명당 이천쌀유통,자동,인천 부평구 광장로 34 1층,1007
1등,7,주엽역 로또판매점,자동,경기 고양시 일산서구 중앙로 1437 도로,1007
1등,8,거진터미널로또복권판매점,수동,강원 고성군 거진길 21-2 거진터미널,1007
1등,9,로또명당인주점,자동,충남 아산시 서해로 519-2,1007
1등,1,포이로또방,수동,서울 강남구 개포로22길 19 1층,1008
1등,2,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),1008
1등,3,어머화장품,자동,서울 송파구 가락로11길 19,1008
1등,4,현대슈퍼,자동,서울 중랑구 봉우재로 203-1,1008
1등,5,삼각R복권방,수동,대구 남구 현충로 221,1008
1등,6,삼각R복권방,수동,대구 남구 현충로 221,1008
1등,7,드림월드복권,자동,인천 남동구 만수로27번길 3,1008
1등,8,로또대박,자동,세종  장척로 571,1008
1등,9,현대25시편의점,자동,경기 고양시 일산서구 경의로 862 1층,1008
1등,10,대박찬스,자동,충북 청주시 흥덕구 가경로161번길 3,1008
1등,11,노형로또마트,자동,제주 제주시 수덕로 6,1008
1등,1,명동역5번출구가판,자동,서울 중구 퇴계로 115,1009
1등,2,토스터리 아리울,자동,부산 동구 중앙대로286번길 3-1,1009
1등,3,행운복권방,수동,부산 부산진구 냉정로 273,1009
1등,4,대원슈퍼마켓,자동,부산 수영구 수영로 524,1009
1등,5,금강복권,자동,경기 김포시 율생로 3,1009
1등,6,일등복권,수동,"경기 성남시 분당구 성남대로331번길 3-3 110호 (정자동, 젤존타워3)",1009
1등,7,비나리,자동,경기 수원시 권선구 금호로 67 (금곡동),1009
1등,8,서부역지점,자동,경기 평택시  원평로 55 1층,1009
1등,9,향남복권,수동,경기 화성시 행정서로1길 30,1009
1등,10,거두리복권방,자동,강원 춘천시  거두택지길 25 부영아파트 부영아파트제상가1-102호,1009
1등,11,황금손복권판매점,자동,전북 전주시 덕진구 만성북로 47,1009
1등,12,파워할인마트,자동,경북 김천시 자산로 44-2 1층 파워할인마트내,1009
1등,13,삼정상회,수동,경남 김해시 활천로 23 가동 109호 복권판매점,1009
1등,14,부강 돈벼락,수동,경남 양산시  물금로 41 양산물금양우내안애5차리버파크 상가108호 양우대산부동산 내,1009
1등,15,제주대림점,자동,제주 제주시 과원북2길 48,1009
1등,1,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),1010
1등,2,지에스25 신매태왕점로또,자동,대구 수성구 욱수천로 70 편의점_GS25,1010
1등,3,한꿈복권방,자동,울산 중구 번영로 586,1010
1등,4,복권 판매점,자동,경기 구리시 안골로 101,1010
1등,5,로또25시,수동,경기 수원시 권선구 금곡로102번길 15 비즈웍스 111호,1010
1등,6,춘향로또,수동,전북 남원시 동림로 102-1,1010
1등,7,대박복권방,자동,경북 구미시 인동36길 34,1010
1등,8,억만금로또복권,자동,경남 사천시  주공로 60 용강현대아파트 현대상가 1동 101호,1010
1등,1,버스카드판매대,자동,서울 관악구 신림로 145-2,1011
1등,2,지에스(GS)25대전코젤점,자동,대전 유성구  계백로 927 코젤병원 1층 GS25편의점,1011
1등,3,복권나라,수동,경기 수원시 장안구 장안로 288 1층,1011
1등,4,오뚜기로또,수동,경기 안산시 단원구 원초로 30 143호,1011
1등,5,J마트,수동,경기 안양시 만안구 안양로 145-1,1011
1등,6,규암복권판매점,자동,충남 부여군 수북로 48-1,1011
1등,7,노다지복권방,자동,충남 천안시 동남구 원성천1길 151 2호,1011
1등,8,좋은사람들로또,수동,전남 보성군 현충로 85,1011
1등,9,돈벼락맞는곳,자동,경남 김해시 김해대로 2793 복권판매점,1011
1등,10,희망슈퍼,수동,경남 창원시 의창구 원이대로279번길 17,1011
1등,11,동홍코사마트,자동,제주 서귀포시 동홍서로 108,1011
1등,1,복권천하,자동,서울 강북구 월계로7나길 23,1012
1등,2,노다지,자동,서울 동대문구 한천로 55,1012
1등,3,세계로생활가전,수동,서울 동작구 보라매로 104 1층,1012
1등,4,복권천국,자동,서울 서초구 서초대로 97 1층,1012
1등,5,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),1012
1등,6,종국이두마리치킨불로점,자동,대구 동구 파계로 46 태왕그린힐스상가 104호,1012
1등,7,이마트24 대구북구매천점,자동,대구 북구 매전로4길 22 1층(매천동),1012
1등,8,명당로또,자동,울산 남구 팔등로 65,1012
1등,9,명당슈퍼,자동,경기 수원시 영통구 중부대로 285,1012
1등,10,천하명당,자동,경기 평택시 탄현로 224,1012
1등,11,복권명당,자동,충남 공주시 번영1로 41,1012
1등,12,차암일등로또,자동,충남 천안시 서북구 밤개울1길 1-5,1012
1등,13,로또복권판매점,자동,전북 남원시 가방뜰길 57 상가,1012
1등,1,삼성마트,자동,서울 강남구 선릉로 636 102호(키스톤빌딩),1013
1등,2,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,1013
1등,3,가로가판대제57호(구),자동,서울 중구 세종대로14길 6-2,1013
1등,4,부일카서비스,자동,부산 동구 자성로133번길 35,1013
1등,5,장원로또,자동,경기 수원시 영통구 중부대로246번길 10 1층 3호,1013
1등,1,서울구가-17가판,자동,서울 구로구 구로동로 130-2 구로4동우체국앞가판,1014
1등,2,가로판매점,수동,서울 용산구 한강대로 114 신용산역 1번출구앞 가판,1014
1등,3,갈렙분식한식,수동,서울 중랑구 용마산로115길 92,1014
1등,4,현대슈퍼,수동,광주 서구  상무대로 871,1014
1등,5,가판점,자동,경기 부천시 부일로 461 1층 일부,1014
1등,6,금곡로,자동,"경기 수원시 권선구 금곡로197번길 18-23 105호(금곡동, 해피라움블루)",1014
1등,7,로또복권방,반자동,충남 천안시 서북구 쌍용대로 190 상가3호,1014
