등급,번호,상호명,구분,소재지,회차
1등,2,GS25(서초금호),자동,서울 서초구 서초동  1689-1,459
1등,3,럭키슈퍼,수동,서울 용산구 후암로 52,459
1등,4,현대슈퍼,자동,광주 서구 쌍촌동  970-24,459
1등,5,산본전기,자동,경기 군포시 번영로 514 현대프라자105호,459
1등,6,로또랜드,자동,경기 시흥시 정왕동  1189-11,459
1등,7,세경로또방,수동,경기 안양시 동안구 부림동 1589,459
1등,1,대원슈퍼마켓,자동,부산 수영구 수영로 524,460
1등,2,대박복권방,자동,인천 서구 대평로 3,460
1등,3,로또복권방,자동,경기 가평군 가평읍  읍내리    448-3,460
1등,4,행운복권방,자동,충남 예산군 예산로 241,460
1등,1,미니스톱 합정역점,자동,서울 마포구 합정동  373-17호,461
1등,2,대박복권방,수동,서울 성북구 동소문로 86-21,461
1등,3,다산종합관리,자동,대구 동구 용계동  420-6,461
1등,4,천하명당복권방,자동,경기 수원시 팔달구 매산로 2,461
1등,5,논산복권방,자동,충남 논산시 계백로 1016,461
1등,6,우리별텔레콤(SK백석점),수동,충남 천안시 서북구 백석로 116 상가101호,461
1등,1,그랑프리안경,자동,서울 강서구 강서로45길 13,462
1등,2,신암편의점,수동,부산 금정구 중앙대로 2002 복권판매점,462
1등,3,베스트올원당1호점,자동,인천 서구 원당동  원당지구71블럭골든벨프라자102,462
1등,4,행운마트,수동,광주 북구 임방울대로 1059 1층 101호,462
1등,5,로또복권방,자동,경기 고양시 일산동구 장항동 749코오롱레이크폴리스2A-101,462
1등,6,GS25(분당매화),자동,경기 성남시 분당구 야탑동 275-4성원프라자103 104,462
1등,7,해피데이,자동,강원 춘천시 행촌로 11 한성아파트상가102호,462
1등,8,로또복권두정점,수동,충남 천안시 서북구 두정로 251 대원빌딩104호,462
1등,1,로또판매점,자동,서울 마포구 방울내로 78,464
1등,2,잠실매점,자동,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,464
1등,3,기장슈퍼,자동,부산 기장군 차성동로 69,464
1등,4,복권명당,자동,대구 동구 안심로73길 23 1층  세븐일레븐,464
1등,5,대박이네,자동,울산 중구 구교로 163,464
1등,6,로또복권방,자동,울산 중구 성남동  172-14,464
1등,7,럭키로또방,자동,경기 수원시 영통구 센트럴타운로 15 아이플렉스104호,464
1등,8,복권마을,수동,경기 안양시 동안구 흥안대로133번길 4 제1동 제1층 제104호,464
1등,9,삼성24시편의점,수동,강원 원주시 원일로 162 1층,464
1등,10,삼성24시편의점,수동,강원 원주시 원일로 162 1층,464
1등,11,해수로또,자동,충북 청주시 상당구 산성로 22-1,464
1등,12,행운복권방,자동,충남 예산군 예산로 241,464
1등,13,복권나라,자동,전남 여수시 중앙로 62 1층,464
1등,1,형제상회,수동,서울 동대문구 무학로 92,465
1등,2,대박찬스,자동,광주 북구 서하로 196,465
1등,3,그린하이퍼,수동,경기 시흥시 월곶동  1006-3유호플러스빌123호,465
1등,4,복권전문점,자동,경기 시흥시 정왕동  1625-6105훼미리마트내,465
1등,5,포유25다농점,수동,경기 오산시 오산동  924-1거성그린프라자114,465
1등,6,행운로또복권,자동,경기 오산시 오산동  876-2,465
1등,7,세븐,자동,제주 제주시 동광로 142,465
1등,1,우리은행금호동지점앞가판,자동,서울 성동구 장터길 46,466
1등,2,하이로또복권방,자동,서울 양천구 신정동  1182-2,466
1등,3,복권나라,수동,인천 중구 신흥동2가  16-37,466
1등,4,조은복권방,자동,울산 남구 수암로 124,466
1등,5,GS25(하안연서),자동,경기 광명시 하안동  30-1중앙상가104호,466
1등,6,로또명당가두판매점,수동,경기 안양시 동안구 경수대로 848-2,466
1등,7,현텔레콤,자동,전북 전주시 덕진구 두간로 6 1층 101호,466
1등,8,보물섬,자동,전남 목포시 산정로 268-3 근화상가 110호,466
1등,9,복권세상,수동,전남 목포시 청호로 139 1층 복권세상,466
1등,1,한마음,수동,서울 관악구 관악로 211 봉천중앙시장라열4호,467
1등,2,돈벼락맞는곳,자동,부산 동구 조방로49번길 18-1,467
1등,3,-,자동,부산 사하구 장림1동  1080,467
1등,4,GS25(동구신서),자동,대구 동구 신서동  530-4,467
1등,5,주경슈퍼,자동,인천 부평구 경인로 1063,467
1등,6,복권명당,수동,대전 중구 목중로 47,467
1등,7,로또25시,자동,울산 남구 수암로 288-1,467
1등,8,안면로또점,자동,충남 태안군 안면읍  승언리    1147,467
1등,9,복권판매점,자동,경북 경산시 하양로 65,467
1등,1,티켓나라노원점,자동,서울 노원구 상계동  335정암빌딩1층104호,468
1등,2,제일복권,수동,부산 서구 충무대로 35-1 1층 복권방,468
1등,3,토큰박스,자동,대구 서구 달서로 171 1층,468
1등,4,로또명당상동점,자동,경기 부천시 송내대로265번길 17 효성프라자108호,468
1등,5,로또24시편의점,자동,경기 안산시 단원구 달미로 85 1층101호,468
1등,6,노다지복권방,자동,경기 용인시 처인구 금령로 130,468
1등,7,로또입장점,자동,충남 천안시 서북구 입장면 하장리   45-22,468
1등,8,훼미리마트(두호점),자동,경북 포항시 북구 두호동 1034-13,468
1등,9,훼미리마트(진해제일점),자동,경남 창원시 진해구 덕산로46번길 2 1층 102~105호,468
1등,1,천하명당,자동,서울 관악구 난우길 18 1층,469
1등,2,GS25구로상지,수동,서울 구로구 부일로15길 29,469
1등,3,국민은행앞가판점,자동,서울 중구 남대문로 84 앞 가판점,469
1등,4,복권전문점,수동,경북 구미시 선산읍  완전리   11-3,469
1등,1,천하제일복권명당,자동,대전 중구 태평동  377-4번지,470
1등,2,가자복권천국,자동,전남 목포시 신흥로45번길 2,470
1등,3,대학사로또복권,자동,경남 창원시 성산구 상남동 10-5피아노빌딩101호(패밀리마트內),470
1등,1,청수마트,자동,서울 서초구 강남대로10길 36,471
1등,2,세븐일레븐 수완점,자동,광주 광산구 장신로 68 101호,471
1등,3,Lotto복권,수동,강원 춘천시 퇴계동  667 7B3L(패밀리마트내),471
1등,4,포커스봉명점,수동,충북 청주시 흥덕구 직지대로 564,471
1등,5,세종로또복권방,자동,충남 연기군 금남면  용포리   88-17,471
1등,6,종합복권방,자동,전남 해남군 해남로 34,471
1등,7,GS25시오광장점,자동,경북 포항시 북구 새천년대로 1063 1층 102호(창포동),471
1등,1,바이더웨이편의점,자동,부산 중구 남포동5가  11-4,472
1등,2,가인안경,자동,대구 동구 아양로50길 68,472
1등,3,따봉복권방,자동,인천 부평구 주부토로 109,472
1등,4,E편한마트,자동,광주 북구 중흥동  224-87,472
1등,5,두배로마트덕이점,자동,경기 고양시 덕양구 원흥1로 56,472
1등,6,예인기획,자동,경기 화성시 3.1만세로 1127,472
1등,7,올인로또복권,수동,전북 전주시 완산구 효자동2가 203-5 코끼리마트 상가 내,472
1등,1,노다지,자동,서울 성북구 하월곡동  80-23,473
1등,2,조은생각,수동,부산 사상구 운산로 74-1,473
1등,3,화정역 4번출구,자동,경기 고양시 덕양구 화정로 53 새롬프라자1층 112호,473
1등,4,로또복권황성점,자동,경북 경주시 금성로259번길 38 1층 CU 노서점 내,473
1등,1,인더라인북가좌점,자동,서울 서대문구 응암로 42 1층101호,474
1등,2,농심가슈퍼마트,수동,서울 양천구 목동중앙본로 54 1층,474
1등,3,바이더웨이녹번중앙점,수동,서울 은평구 갈현로 88 1층 우측 두번째 점포,474
1등,4,바이더웨이녹번중앙점,수동,서울 은평구 갈현로 88 1층 우측 두번째 점포,474
1등,5,바이더웨이녹번중앙점,수동,서울 은평구 갈현로 88 1층 우측 두번째 점포,474
1등,6,바이더웨이녹번중앙점,수동,서울 은평구 갈현로 88 1층 우측 두번째 점포,474
1등,7,바이더웨이녹번중앙점,수동,서울 은평구 갈현로 88 1층 우측 두번째 점포,474
1등,8,로또복권(세종식품),자동,서울 중구 충무로2가  62-8,474
1등,9,정발산복권전문점,자동,경기 고양시 일산동구 정발산동 1204일성종합상가104호,474
1등,10,대박로또복권,자동,경기 김포시 김포대로 2449,474
1등,11,정우,수동,경기 용인시 처인구 백옥대로 574 C동상가,474
1등,12,황금로또,수동,강원 원주시 현충로318번길 35 1층,474
1등,13,럭키뱅크복권방,자동,충북 청주시 서원구 청남로 2092-1,474
1등,14,로또복권방,자동,충남 당진시 당진중앙1로 21,474
1등,15,새롬,수동,경남 창원시 마산합포구 수산1길 181 새롬미리내상가113호,474
1등,1,신정복권,수동,서울 양천구 신목로 70-1 1층,475
1등,2,대영당안경원,자동,부산 동래구 충렬대로237번길 9,475
1등,3,로또복권방,수동,부산 사하구 낙동대로535번길 70,475
1등,4,일등복권편의점,자동,대구 달서구 대명천로 220 1층,475
1등,5,주공24시편의방,자동,대전 동구 옥천로180번길 19 판암주공아파트2차상가,475
1등,6,365복권잔치,수동,경기 군포시 고산로 166 sk 벤티움 101동 217호,475
1등,7,행복미니슈퍼,수동,경기 부천시 부일로 409,475
1등,8,농산물직판장,수동,전북 군산시 백토로 128,475
1등,1,왕대박복권방,자동,대구 북구 태전로 27-1,476
1등,2,터미널식품,자동,경기 의정부시 동일로 640,476
1등,3,역전광장상회,자동,경기 파주시 금촌1동  329-19,476
1등,4,25시슈퍼,자동,경남 창원시 마산회원구 봉양로 75-5,476
1등,1,로또담배,자동,서울 관악구 난곡로 82,477
1등,2,사이버정보통신,자동,부산 부산진구 동평로 411 백조상가동103-1호,477
1등,3,이타임(e-time)읍내점,자동,대구 북구 칠곡중앙대로 181,477
1등,4,샘내로또판매,자동,경기 양주시 산북동  337-2,477
1등,5,복권백화점,수동,경기 파주시 평화로 70,477
1등,6,천하명당복권방,자동,경기 화성시 남양시장로 83,477
1등,7,행운복권방,자동,강원 인제군 금강로 23 1층,477
1등,8,봉암마트,자동,경남 창원시 마산합포구 합포로 126-1 1층,477
1등,1,아트라인,자동,서울 동대문구 장안2동  295-5화성빌딩104호,478
1등,2,GS25(당산역),자동,서울 영등포구 당산동6가  338-1,478
1등,3,버스판매소,자동,서울 영등포구 영중로 2 1층(영등포동3가),478
1등,4,G마트,수동,서울 영등포구 디지털로 387,478
1등,5,중구-가로가판대-37,자동,서울 중구 남대문로 20-2,478
1등,6,GS-25,자동,부산 남구 용호로 34 상가동 103호,478
1등,7,드림로또,자동,대구 북구 침산로 153 상가 103동 B2호,478
1등,8,세화매일유통,자동,울산 남구 야음동  815-11,478
1등,9,바로전산,자동,경기 광명시 오리로 1000 (광명동),478
1등,10,돼지네슈퍼,수동,경기 부천시 소사구 소사본동 233-30,478
1등,11,119복권방,자동,경기 안양시 만안구 안양2동 823-15,478
1등,12,행운복권방 보생당건강원,자동,전북 익산시 무왕로 1268,478
1등,13,복권천국,자동,전남 목포시 비파로 29 복권천국,478
1등,14,NJOY로또텔레콤,자동,경북 포항시 남구 상공로 42,478
1등,1,노다지,자동,서울 성북구 하월곡동  80-23,479
1등,2,복권방,자동,인천 남동구 백범로 123 cu편의점,479
1등,3,복권명당,자동,경기 광명시 광명동  51-1,479
1등,4,로또명당가두판매점,자동,경기 안양시 동안구 경수대로 848-2,479
1등,5,대박마트복권방,자동,충남 아산시 음봉로 844 태화상가1층103호,479
1등,6,고속로또,자동,전남 목포시 명륜동  6-5,479
1등,1,GS25(성북장위),자동,서울 성북구 장위동  66-9청아빌딩1층,480
1등,2,포시즌마전점,자동,인천 서구 완정로10번길 6-6 검단2지구37블록1롯트,480
1등,3,올인(allin),자동,경기 화성시 3.1만세로 1147,480
1등,4,돈벼락맞는곳,수동,경남 김해시 한림면  병동리    980-7,480
1등,1,행복복권방,자동,부산 사상구 주례동  183-5훼미리마트내,481
1등,2,서재복권방,자동,대구 달성군 대실역남로 8 102호,481
1등,3,복권명당,자동,대구 서구 국채보상로 419,481
1등,1,덕성식품,자동,서울 동작구 신대방동  348-3,482
1등,2,행운대박복권,수동,서울 영등포구 영신로19길 8-1,482
1등,3,코코주,자동,서울 중구 을지로6가  18-79,482
1등,4,대박마트,자동,인천 남동구 호구포로 219 세중프라자1층101-2호,482
1등,5,복권마트,수동,광주 북구 북문대로 89 벽산메가시티상가 101동 116호,482
1등,6,복권방,수동,경기 양주시 광적면  가납리    742-11,482
1등,7,모현복권방및매표매점,자동,경기 용인시 처인구 백옥대로 2383,482
1등,1,복권방,자동,부산 사하구 장림번영로 25,483
1등,2,서재강변로또,자동,대구 달성군 서재로 172,483
1등,3,대박복권방,수동,경기 연천군 온골로 57-1,483
1등,4,행운로또복권방,수동,전남 광양시 대림오성로 146-1,483
1등,5,삼삼마트,수동,경남 진주시 진주대로 1165-1,483
1등,1,할인마트부흥점,수동,서울 중랑구 면목2동  142-43,484
1등,2,굿-7,자동,부산 수영구 광안로 49,484
1등,3,인생역전복권방,자동,인천 부평구 청천2동  10-17상가1층,484
1등,4,제일슈퍼,자동,인천 연수구 앵고개로 242 제일상가112호,484
1등,5,버스가두판매점,수동,경기 수원시 영통구 영통동 955-1,484
1등,6,로또복권,자동,경기 평택시 조개터로 17 1층 1호,484
1등,1,한마음,수동,서울 관악구 관악로 211 봉천중앙시장라열4호,485
1등,2,오복복권방,자동,서울 용산구 이태원동  225-60,485
1등,3,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101,485
1등,4,금도깨비복권전문점,자동,경기 김포시 월하로 721,485
1등,5,태안로또복권방,자동,충남 태안군 독샘로 57,485
1등,6,올인로또복권,자동,전북 전주시 완산구 효자동2가 203-5 코끼리마트 상가 내,485
1등,7,금강로또,자동,전남 목포시 용당로 151 금강서점,485
1등,8,훼미리마트(옥산사랑점),자동,경북 경산시 옥산동  742-7,485
1등,9,복권방,수동,경남 창원시 마산합포구 3·15대로 391-1,485
1등,1,태원정보통신,자동,서울 중랑구 봉우재로33길 80,486
1등,2,슈퍼복권나라,자동,부산 사하구 하신번영로 370,486
1등,3,다사복권방,자동,대구 달성군 옥포면  간경리    848번지,486
1등,4,대박찬스,자동,경기 남양주시 장현로 111 1층1호,486
1등,5,컬투패밀리중동점,자동,경기 성남시 중원구 중동 2009-1번지,486
1등,6,대박복권방,수동,경기 안산시 단원구 신길중앙로1길 40 101호,486
1등,7,노다지복권방,수동,경기 오산시 오산로 298-1,486
1등,8,둔전행운복권방,자동,경기 용인시 처인구 포곡로 110,486
1등,9,SK뷰 할인마트,수동,경기 의정부시 가능동  656-1외1필지단지내상가101호,486
1등,10,복권나라,자동,강원 삼척시 도계읍  도계리    393-1,486
1등,11,엔조이로또,자동,경북 포항시 남구 문덕로 3 1층  폰공장  내,486
1등,12,늘봄꽃난식물원,수동,경남 진주시 솔밭로 80,486
1등,13,행운로또복권방,자동,경남 창원시 마산회원구 구암동 282-1,486
1등,1,씨스페이스(범물청구점),자동,대구 수성구 범물동  1277-11,487
1등,2,역전식품,자동,인천 남구 도화동  80-83,487
1등,3,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101,487
1등,4,씨엔복권방,수동,울산 북구 연암동  374-1번지 1층CN마트,487
1등,5,초월대박복권방,수동,경기 광주시 경충대로 1252,487
1등,6,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동),487
1등,7,행운복권방,자동,경기 수원시 권선구 구운동 493-16,487
1등,8,복권나라,수동,강원 원주시 평원로 23 1층,487
1등,1,대박가판장,자동,서울 강동구 양재대로 1627 가판점,488
1등,2,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호,488
1등,3,부자나라,자동,인천 계양구 효서로112번길 3-1,488
1등,4,복권명당,수동,대전 서구 만년남로3번길 164,488
1등,5,로토피아,자동,경기 광명시 오리로 371 상가1층102호,488
1등,6,당첨로또복권,자동,경기 안양시 동안구 포도원로 4,488
1등,7,로또복권방,자동,충남 당진시 당진중앙1로 21,488
1등,8,문덕대박로또,자동,경북 포항시 남구 오천읍 문덕리   문덕리  176-7,488
1등,9,목화휴게소,자동,경남 사천시 사천대로 912,488
1등,10,해피데이복권방,수동,경남 의령군 충익로 39,488
1등,1,ANY25,수동,서울 종로구 창경궁로 137 1층,489
1등,2,훼미리마트과정로,자동,부산 수영구 과정로 42,489
1등,3,신일마트,자동,전북 군산시 의료원로 159,489
1등,4,로또명당,수동,전남 해남군 문내면  동외리  875-6번지 로또명당,489
1등,5,로또복권델리25옥동점,자동,경북 안동시 옥동  734테마프라자A-161,489
1등,6,성심상회,자동,경북 포항시 북구 불종로 78,489
1등,1,광림마트,수동,서울 강남구 도곡로 213,490
1등,2,현진식품,자동,서울 구로구 중앙로 32,490
1등,3,코리아마트,자동,대구 달서구 당산로 193,490
1등,4,용꿈돼지꿈,자동,인천 부평구 동암남로 11,490
1등,5,황금복권마트,수동,경기 이천시 증신로325번길 5 1층,490
1등,6,청룡마트,자동,충남 천안시 동남구 풍세로 1010-31 현대아파트상가B-102호,490
1등,7,외동복권,자동,경남 김해시 동남로49번길 83 GS25 김해대동점,490
1등,1,로또복권,수동,울산 울주군 해맞이로 1578,491
1등,2,진성식품,자동,충북 제천시 의병대로 84 1층,491
1등,3,한성슈퍼,자동,전북 익산시 익산대로 52,491
1등,4,웃는사람들해도점,자동,경북 포항시 남구 해동로 62,491
1등,1,태봉,수동,경기 부천시 소사로 182,492
1등,2,로또판매점,수동,경기 안산시 상록구 영화7길 22-1 102호,492
1등,3,바른손(퇴계점),자동,강원 춘천시 퇴계로 168 주공2단지상가101호,492
1등,4,화천복권방,자동,강원 화천군 화천읍  하리   43-28,492
1등,5,복권천국,자동,전남 무안군 무안로 506 복권천국,492
1등,1,가판점(신문),자동,서울 영등포구 양평로 50-2,493
1등,2,평안당,자동,서울 종로구 종로 219,493
1등,3,GS25(명륜아남),자동,서울 종로구 명륜1가  46-18,493
1등,4,로또판매점,수동,인천 부평구 안남로 279,493
1등,5,로또복권방,자동,경기 가평군 가평읍  읍내리    448-3,493
1등,6,행운복권방,자동,경기 수원시 권선구 탑동 845-1,493
1등,7,훼미리마트(여주ＩＣ점),자동,경기 여주군 여주읍  점봉리    437-11층234호,493
1등,8,로또복권,자동,강원 원주시 단구동  1512-1리더스타워106호,493
1등,9,명당복권방,수동,전남 영암군 삼호읍  용앙리  213-6,493
1등,1,스포츠베팅샵,수동,서울 서초구 동산로 48 104호,494
1등,2,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호,494
1등,3,씨스페이스(중앙제일점),자동,부산 중구 동광동3가  17-2,494
1등,4,e모든복권방,자동,인천 계양구 효성동  25-6,494
1등,5,화봉행운복권방,자동,울산 북구 연암동  417-1 1층코너,494
1등,6,행운방,자동,경기 용인시 기흥구 보정동 1208-4 엔림프라자101호,494
1등,7,보광문구사,자동,경기 파주시 문산읍  문산4리    17-55  1층,494
1등,8,바이더웨이삼척삼원점,수동,강원 삼척시 중앙로 185 세븐일레븐삼척삼원점,494
1등,9,행복복권방,수동,경남 창원시 의창구 팔용로 399,494
1등,10,행복복권방,수동,경남 창원시 의창구 팔용로 399,494
1등,11,행복복권방,수동,경남 창원시 의창구 팔용로 399,494
1등,12,로또명당,자동,경남 창원시 마산합포구 문화동13길 17,494
1등,1,ANY25,자동,서울 종로구 창경궁로 137 1층,495
1등,2,프로토베팅샵,자동,부산 중구 국제시장2길 5 4호,495
1등,3,로또복권,자동,대구 수성구 범어동  774-84,495
1등,4,형제상회,자동,대전 서구 계룡로 664-1,495
1등,5,인생역전로또방,수동,대전 유성구 송강동  16-2번지 103호,495
1등,6,인생역전로또방,수동,대전 유성구 송강동  16-2번지 103호,495
1등,1,천하명당관악점,자동,서울 관악구 보라매로2길 11,496
1등,2,청솔마트,자동,서울 동대문구 용두동  727-4,496
1등,3,제이복권방,수동,서울 종로구 종로 225-1 평창빌딩 1층 103호,496
1등,4,그린로또,자동,강원 양양군 양양로 71,496
1등,1,농심로또,자동,부산 부산진구 부전동  417-7,497
1등,2,일등복권편의점,자동,대구 달서구 대명천로 220 1층,497
1등,3,왕대박복권,자동,대구 달성군 달구벌대로 812,497
1등,4,현대화체인점,자동,경기 수원시 장안구 장안로 99-1 1층,497
1등,5,파란만장복권방,자동,경기 화성시 진안동  878-4번지 101호,497
1등,6,속초복권샵,자동,강원 속초시 청학동  486-42,497
1등,1,복권명당,자동,서울 관악구 장군봉1길 43 1층,498
1등,2,훼미리마트(소피텔점),자동,서울 중구 묵정동  18-9,498
1등,3,뉴빅마트,자동,부산 기장군 정관중앙로 48 106호,498
1등,4,황금복권마트,자동,경기 이천시 증신로325번길 5 1층,498
1등,1,행운의집,자동,서울 강동구 구천면로 220,499
1등,2,오케이상사,자동,서울 서초구 신반포로 176 센트럴시티내100호매점,499
1등,3,대부복권방,수동,인천 중구 운서동  2794-2가나베스트텔101,499
1등,1,종로3가1호선역2번출구가로판매점82호,자동,서울 종로구 돈화문로 23 가판,500
1등,2,장미유통,자동,인천 계양구 아나지로 394,500
1등,3,훼미리마트송도프라자,수동,인천 연수구 송도동  2-6송도프라자108호,500
1등,4,서울복권방,자동,경기 동두천시 어수로 116,500
1등,5,로또명당옥천점,자동,충북 옥천군 옥천읍  매화리    236-16,500
1등,6,복권명당,자동,충남 공주시 번영1로 41,500
1등,7,황금당,자동,전남 강진군 중앙로 95 황금당,500
1등,8,알리바이금당점,수동,전남 순천시 대석길 44,500
1등,9,학동복권나라,자동,전남 여수시 흥국로 6,500
1등,1,GS25(대전테크노점),자동,대전 유성구 관평동  833,501
1등,2,명동열쇠,자동,강원 춘천시 중앙로 57 신한은행춘천중앙지점옆 가판,501
1등,3,로또복권방분평점,수동,충북 청주시 서원구 월평로 78,501
1등,4,만복상회,자동,경남 창원시 마산회원구 합성옛길 152,501
1등,1,복권천국방,자동,서울 마포구 동교로 92 1층,502
1등,2,로또복권,수동,서울 양천구 신월3동  205-44훼미리마트,502
1등,3,몽곡사,자동,서울 영등포구 버드나루로 51 조광빌딩105호,502
1등,4,복권명당,수동,대전 서구 만년남로3번길 164,502
1등,5,로또판매소,자동,강원 철원군 동송읍  이평리 사서함  852-1번지,502
1등,6,문덕대박로또,수동,경북 포항시 남구 오천읍 문덕리   문덕리  176-7,502
1등,1,노다지복권방],수동,서울 노원구 상계로 78,503
1등,2,원스탑,자동,서울 송파구 백제고분로7길 39,503
1등,3,안락점로또판매,자동,부산 동래구 안락동  471-6,503
1등,4,노다지복권방,자동,부산 사상구 괘법동  533서부시외버스터미널1층,503
1등,5,복권명당,자동,대구 동구 효신로 23,503
1등,6,행운 마트,수동,인천 남동구 만수로 65,503
1등,7,노다지복권방,자동,대전 동구 대전로 437,503
1등,1,군자로또점,수동,서울 광진구 능동로 295,504
1등,2,로또판매점,자동,서울 성북구 하월곡동  70-150,504
1등,3,복드림,자동,서울 영등포구 양평로 117,504
1등,4,대박유통,자동,부산 중구 구덕로 80 1층,504
1등,5,엔타임편의점(대승복권),자동,부산 해운대구 좌동  1479-3 세종월드프라자 137,504
1등,6,마두역상행선가판대,자동,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽,504
1등,7,복권마트,자동,경기 부천시 소사로 253 1층,504
1등,8,NG24시편의점,자동,경북 구미시 수출대로 555,504
1등,9,수성그린마트,자동,경남 창원시 진해구 경화시장로 34 26호 10호,504
1등,1,구청앞로또명당,자동,서울 강북구 수유3동  191-58,505
1등,2,하늘과바다,수동,인천 부평구 부개동  67-9,505
1등,3,버스매표소 복권판매소,수동,인천 중구 우현로 69 중앙로지하상가 163호,505
1등,4,광성슈퍼,수동,경기 이천시 단월로 33,505
1등,5,팡팡복권방,자동,전북 익산시 인북로 99,505
1등,6,로또복권판매,자동,경북 상주시 삼백로 159,505
1등,1,가판점(신문),자동,서울 영등포구 양평로 50-2,506
1등,2,매향슈퍼,수동,경기 수원시 팔달구 창룡대로 42-1,506
1등,3,부흥청과식품점,자동,경북 경산시 하양로 35 우방3차상가,506
1등,1,행복만들기,수동,서울 관악구 신사로10길 6,507
1등,2,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,507
1등,3,제이복권방,수동,서울 종로구 종로 225-1 평창빌딩 1층 103호,507
1등,4,국세청앞센타,자동,부산 동구 조방로 43 하나은행 앞 가로판매점 1층(범일동),507
1등,5,진플러스안경,자동,대전 중구 대종로 301-1,507
1등,6,행운슈퍼 복권사는날,자동,경기 부천시 경인로 148,507
1등,7,SK@24시편의점,자동,경기 파주시 야동동  589-10,507
1등,8,해수로또,자동,충북 청주시 상당구 산성로 22-1,507
1등,9,로또나라,자동,전남 광양시 중마중앙로 126 1층,507
1등,1,묵동식품,자동,서울 중랑구 동일로 919,508
1등,2,승차권판매소(서구청1호점),자동,대구 서구 국채보상로 257,508
1등,3,복권＠나라,수동,인천 부평구 평천로 102-1 1층,508
1등,4,훼미리마트두암현대점,자동,광주 북구 두암동  880-17,508
1등,5,대박(토토),수동,광주 북구 군왕로 196,508
1등,6,노다지복권방,자동,경기 용인시 처인구 금령로 130,508
1등,7,-,자동,경기 의정부시 신곡동  519-19,508
1등,8,J마트,자동,경남 진주시 도동천로 131,508
1등,1,삼성게임프라자,자동,서울 서대문구 북아현동  4-33,509
1등,2,리치복권방,자동,부산 수영구 망미동  804-35,509
1등,3,찬스복권방,수동,인천 부평구 육동로 20-1 1층,509
1등,4,목동행운복권방,자동,대전 중구 동서대로 1399,509
1등,5,모퉁이슈퍼,자동,경북 안동시 서동문로 102,509
1등,1,신문가판대,자동,서울 성북구 보문동1가  147-48보문시장앞,510
1등,2,데이앤나잇,자동,서울 성북구 종암로 132 종암우림카이저팰리스 1층 101호,510
1등,3,에이스상사,자동,부산 연제구 연수로 224,510
1등,4,원당역복권방,자동,경기 고양시 덕양구 성사동 410-17,510
1등,5,로터리편의마트,자동,경북 포항시 북구 서동로 85 육거리,510
1등,1,제이마트,자동,서울 서초구 반포동  19-3번지센트럴씨티125호,511
1등,2,샛별복권방,수동,서울 중구 동호로10길 12 1층,511
1등,3,대우로또복권방,자동,인천 부평구 청천동  180-4대우프라자113,511
1등,4,셀피아,자동,"울산 북구 무룡로 29 울산광역시 북구 연암동 417-1, 1층",511
1등,5,돌하르방복권,수동,제주 서귀포시 태평로353번길 9,511
1등,6,행운복권방,자동,제주 제주시 우정로11길 12,511
1등,1,복사문구,수동,서울 강동구 양재대로 1549,512
1등,2,삼호복권,자동,서울 도봉구 도봉로 457,512
1등,3,종합가판점,수동,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽,512
1등,4,미니슈퍼,자동,부산 부산진구 가야대로 643,512
1등,5,GS25(대전전민),자동,대전 유성구 전민동  464-1분산상가C동101 102,512
1등,6,CU(군포덕산점),자동,경기 군포시 당동  902 덕산상가1층,512
1등,7,새서울슈퍼,수동,경기 남양주시 금곡동  159-66 4호,512
1등,8,현대로또,자동,경기 성남시 중원구 금상로 32-1,512
1등,9,행운을드리는복권방,자동,경기 안산시 상록구 본오로 98,512
1등,10,노다지복권방,자동,경기 파주시 술이홀로 906,512
1등,11,행운복권방,자동,충북 청주시 흥덕구 복대로 207,512
1등,12,잉크와복권방,자동,충남 천안시 동남구 차돌로 84,512
1등,13,드림마트복권방,수동,경북 구미시 비산동  359-7(드림마트내일부),512
1등,1,마두5번출구가판로또,자동,경기 고양시 일산동구 중앙로 1200,513
1등,2,그린마트,자동,경기 성남시 분당구 대왕판교로 255 107호,513
1등,3,희망복권방,수동,강원 홍천군 홍천로 409 1층,513
1등,1,김포로또,자동,경기 김포시 돌문로 48 한솔프라자101,514
1등,2,운수대통,자동,경기 시흥시 시흥대로1073번길 5 101호,514
1등,3,매표소,자동,충남 천안시 서북구 부송로 191 1동,514
1등,1,청룡마트,수동,충남 천안시 동남구 풍세로 1010-31 현대아파트상가B-102호,515
1등,1,한마음,자동,서울 관악구 관악로 211 봉천중앙시장라열4호,516
1등,2,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,516
1등,3,정평복권,자동,서울 양천구 목동중앙본로7길 30 101호,516
1등,4,부일카서비스,자동,부산 동구 자성로133번길 35,516
