등급,번호,상호명,소재지,회차
2등,8,인터넷 복권판매사이트,동행복권(dhlottery.co.kr),963
2등,9,행운식품,서울 성북구  동소문로6길 4,963
2등,10,노다지복권방,서울 종로구 종로 331 1층,963
2등,11,묵동식품,서울 중랑구 동일로 919,963
2등,12,은혜,서울 중랑구 면목로91길 46,963
2등,13,복터졌네 대박로또,부산 사상구 광장로21번길 46,963
2등,14,스카이 복권,부산 사상구 모덕로 32,963
2등,15,복터진날,부산 사하구 장림로 162-1 복권판매점,963
2등,16,황금로또,대구 달성군 과학마을로3길 14 반도유보라 상가 황금 부동산 내,963
2등,17,토큰박스(서문5지구),대구 중구 큰장로26길 5,963
2등,18,탑로또,인천 남동구 서창남로 81 1층 105호,963
2등,19,로또명당,인천 미추홀구 인주대로 423 101호,963
2등,20,버스매표소,인천 부평구 부평대로 3 가판,963
2등,21,행복복권,인천 서구 가정로 198 1층,963
2등,22,드림마트,인천 서구 검단로 490,963
2등,23,행운복권,인천 서구 가정로 301-1,963
2등,24,인천상회,인천 중구 차이나타운로 42,963
2등,25,장고분로또(토토편의방),광주 광산구 월계로 144 1층,963
2등,26,장고분로또(토토편의방),광주 광산구 월계로 144 1층,963
2등,27,지산로또방,광주 동구 지호로 25-2,963
2등,28,대박찬스,광주 북구 서하로 196,963
2등,29,복권명당,대전 서구 만년남로3번길 164,963
2등,30,행복한사람들 (흥부네),경기 광주시 경충대로 763,963
2등,31,이마트24 산본시장점,경기 군포시 산본천로 201 1층 103호(산본동),963
2등,32,차부상회,경기 김포시 조강로 50,963
2등,33,금강복권,경기 김포시 율생로 3,963
2등,34,역곡중앙슈퍼,경기 부천시  부일로 724,963
2등,35,복권천국,경기 부천시 부일로 502,963
2등,36,마리오슈퍼,경기 부천시 송내대로265번길 85 1층 118호,963
2등,37,일등복권,"경기 성남시 분당구 성남대로331번길 3-3 110호 (정자동, 젤존타워3)",963
2등,38,메트로복권,경기 성남시 분당구 성남대로916번길 5 1층 112호,963
2등,39,번개로또복권방,경기 수원시 장안구 경수대로973번길 13-4 1층 (송죽동),963
2등,40,인생복권,경기 시흥시 희망공원로 269 1층 X8 YA호,963
2등,41,럭키가이,경기 시흥시 역전로 221 1층 102호,963
2등,42,럭키가이,경기 시흥시 역전로 221 1층 102호,963
2등,43,칠성슈퍼,경기 안산시 단원구 선부광장1로 32 111호,963
2등,44,대박명당,경기 양주시 옥정동로5길 6,963
2등,45,복권나라,경기 양평군 양근로190번길 2 1층,963
2등,46,복권세상,경기 여주시 우암로 21-1 1층,963
2등,47,로또휴게실,경기 용인시 기흥구 용구대로 1885,963
2등,48,GS25(동천현대점),경기 용인시 수지구  동천로 83 윤창빌딩,963
2등,49,로또N삭스,경기 의정부시 오목로205번길 39 골든프라자101호,963
2등,50,신나는복권방,경기 파주시 문향로 51-1,963
2등,51,정현로또,경기 화성시 화성로 595 1층 CU편의점,963
2등,52,세진로또,강원 원주시  치악로 1646-1 1층 쌀눈사랑,963
2등,53,거두리복권방,강원 춘천시  거두택지길 25 부영아파트 부영아파트제상가1-102호,963
2등,54,백억만로또,강원 춘천시 퇴계로 15 7B-3L,963
2등,55,로또대박명당(보령점),충남 보령시 원동1길 100,963
2등,56,로또대박명당(보령점),충남 보령시 원동1길 100,963
2등,57,까치로또,충남 서산시 서해로 3362,963
2등,58,디포복권방,충남 서산시 충의로 1962,963
2등,59,삽교복권방,충남 예산군 삽교로2길 2 CU편의점내,963
2등,60,통정로또명당마트,충남 천안시 동남구 통정4로 49 위너타워 맞은편,963
2등,61,행운복권방 보생당건강원,전북 익산시 무왕로 1268,963
2등,62,CU(구미원평점),경북 구미시  송원서로8길 4,963
2등,63,이마트24구미황상점,경북 구미시 수출대로 555,963
2등,64,CU(구미사곡점),경북 구미시  상사동로 151-4,963
2등,65,복권명당,경북 봉화군 내성로 87 1층,963
2등,66,로또복권판매,경북 상주시 삼백로 159,963
2등,67,씨유 의령동동점,경남 의령군 남산로 15 CU편의점,963
2등,68,동홍코사마트,제주 서귀포시 동홍서로 108,963
2등,1,신림마트,서울 관악구 남부순환로 1588,964
2등,2,보라매가판점,서울 관악구  보라매로 18,964
2등,3,예술인마을버스판매소,서울 관악구 남부순환로 2056,964
2등,4,가로판매점,서울 관악구 과천대로 955,964
2등,5,영훈슈퍼마켓,서울 도봉구 덕릉로 222,964
2등,6,인터넷 복권판매사이트,동행복권(dhlottery.co.kr),964
2등,7,오목미니슈퍼,서울 양천구 신목로 119,964
2등,8,까치복권방,서울 양천구 화곡로 103 1층 (신월동),964
2등,9,오케이(ok)로또,서울 용산구 백범로90길 26 101동 102호,964
2등,10,혜안마트,서울 은평구  진흥로1길 6-1,964
2등,11,드림스튜디오,서울 은평구 서오릉로 160 1층,964
2등,12,밝은나라,서울 중구 다산로 201-1,964
2등,13,GS25 동대문 쇼핑점,서울 중구  퇴계로73가길 34 신세계빌딩 1층,964
2등,14,황금돼지복권방,서울 중랑구 동일로 894,964
2등,15,리더스,서울 중랑구 봉화산로 194 신아타운105,964
2등,16,노다지복권방,부산 금정구 금사로 75,964
2등,17,복권천국(성서점),대구 달서구 성서로 377,964
2등,18,청구마트,대구 북구 검단로 34 청구아파트상가108동102호,964
2등,19,천하명당복권방,인천 계양구 안남로 466 1층,964
2등,20,GS25(계산동경점),인천 계양구  계양문화로 55 도쿄프라자1층2호,964
2등,21,라이프마트,인천 중구 연안부두로53번길 36 5호,964
2등,22,라이프마트,인천 중구 연안부두로53번길 36 5호,964
2등,23,로또카페,광주 광산구 하남산단4번로 172 로또카페,964
2등,24,에이스복권방,광주 북구 임방울대로 1059 1층 101호,964
2등,25,씨스페이스(유성봉명),대전 유성구  온천로 80,964
2등,26,복권명당,대전 중구 목중로 47,964
2등,27,패밀리복권방,경기 남양주시 늘을1로16번길 29 늘봄타워 107호,964
2등,28,버스매표소,경기 부천시 부천로 32 도로부지,964
2등,29,풍전슈퍼,경기 부천시 조마루로 428,964
2등,30,행운복권방,경기 수원시 권선구  구운로 46-1 103호,964
2등,31,금동이복권판매점,경기 수원시 영통구 영통로130번길 12 A동 1층(망포동),964
2등,32,CU(안산와동점),경기 안산시 단원구  와동로 20,964
2등,33,산타복권방,경기 안성시 아양1로 77-10 해천프라자 제1동 104호,964
2등,34,세이브마트,경기 의정부시  금오로 100,964
2등,35,당첨희망복권점,경기 이천시 영창로 145 관고사거리,964
2등,36,호수복권,경기 화성시 동탄순환대로 127-5 1층 101호,964
2등,37,그린로또,강원 양양군 양양로 71,964
2등,38,클로버로또,강원 춘천시 스무숲4길 25 1층,964
2등,39,일등대박복권방,충북 진천군 중앙동로 140 애견미용삽 1층,964
2등,40,로또복권방분평점,충북 청주시 서원구 월평로 78,964
2등,41,공주복권방,충남 공주시 웅진로 210-2,964
2등,42,예원텔레콤,충남 천안시 서북구  공원로 120 천안불당2차중흥s클래스프라디움레이크 예원텔레콤 내,964
2등,43,엘디마트,전북 정읍시 정읍남로 765-2,964
2등,44,대박복권,전남 나주시 구진포로 483 대박복권,964
2등,45,로또복권맥,전남 여수시 여문1로 52,964
2등,46,대광복권방,전남 화순군 칠충로 55 대광그린상가동 1층109호,964
2등,47,토권판매소,경북 경산시 대학로 67 토큰박스,964
2등,48,천하명당복권방,경북 포항시 남구 중섬로 26,964
2등,49,나눔복권판매점,경남 거제시 상동1길 20 103호,964
2등,50,홍익명당,경남 사천시 진삼로 1374,964
2등,51,목화휴게소,경남 사천시 사천대로 912,964
2등,52,GS25(제주탑동점),제주 제주시  중앙로 21,964
2등,1,편의점사랑,서울 강서구 곰달래로25길 57 1층,965
2등,2,인터넷 복권판매사이트,동행복권(dhlottery.co.kr),965
2등,3,복권판매소,서울 서초구 서초중앙로 113,965
2등,4,GS25(성애병원점),서울 영등포구  여의대방로53길 28 보성빌딩,965
2등,5,가로매점,서울 종로구  종로 186 우리은행 우리은행앞 가판,965
2등,6,종로3가1호선역2번출구가로판매점82호,서울 종로구 돈화문로 23 가판,965
2등,7,골든복권방,"부산 동래구 수안로8번길 35 17, 18호",965
2등,8,미니24시,인천 미추홀구 경인로 437,965
2등,9,복권왕국,인천 부평구 동수로 168,965
2등,10,프렌드24시,광주 광산구 첨단중앙로 164 빌리오네2  제1층 106호,965
2등,11,이마트24 광주옥동점,광주 광산구 평동로 792 이마트24 편의점,965
2등,12,대박이네,광주 동구 제봉로 84,965
2등,13,심봤다복권방,울산 중구  내황13길 33-1,965
2등,14,1등로또방,경기 고양시 일산동구 중앙로 1048,965
2등,15,GS25(하안연서점),경기 광명시  안현로 52 중앙상가,965
2등,16,행복한사람들 (흥부네),경기 광주시 경충대로 763,965
2등,17,행운복권,경기 군포시 대야1로 3 1동,965
2등,18,팬시코아,경기 남양주시 퇴계원로 46-1,965
2등,19,SPAR편의점,경기 부천시 부흥로 469-1,965
2등,20,그린마트,경기 성남시 분당구 대왕판교로 255 107호,965
2등,21,행운복권,경기 성남시 중원구 시민로 121 (성남동),965
2등,22,대박로또판매점,경기 수원시 장안구  서부로 2129-1 태양공예가구,965
2등,23,일등로또,경기 수원시 장안구 대평로 86 116호,965
2등,24,싼타슈퍼,경기 시흥시 군서마을로 42,965
2등,25,복권명당,경기 안성시 승두길 62,965
2등,26,주택복권방,경기 안양시 동안구 흥안대로145번길 77 77,965
2등,27,홈런복권판매점,경기 오산시 내삼미로 93 제1층 109호,965
2등,28,홈런복권판매점,경기 오산시 내삼미로 93 제1층 109호,965
2등,29,신봉행운스토아,경기 용인시 수지구 신봉1로 84 신봉종합상가226호,965
2등,30,CU(광탄개나리점),경기 파주시  혜음로 1139 훼미리마트 화설프라자,965
2등,31,로또명당 세계맥주할인점,경기 화성시 동탄대로시범길 148-22 103호,965
2등,32,나눔로또,"경기 화성시 상신하길로274번길 21 상가1동 104,105,106호",965
2등,33,CU(원주단관점),강원 원주시  단구로 395 1층 cu,965
2등,34,한국종합식품,충북 음성군 중앙로 84 1층 복권방,965
2등,35,선경로또,충북 제천시 용두대로 59 1층,965
2등,36,팡팡복권방,충북 진천군 장기길 102,965
2등,37,비엠복권,충북 청주시 흥덕구 대신로 108,965
2등,38,로또복권판매도통점,전북 남원시 용성로 232,965
2등,39,동아전업사,전북 전주시 덕진구 기린대로 691-2,965
2등,40,복권나라동성점,전남 순천시 연향번영길 94 동성아파트 상가113호,965
2등,41,봉산동돈벼락복권판매점,전남 여수시 대교로 21,965
2등,42,도깨비방망이,전남 완도군 장보고대로 220 도깨비방망이,965
2등,43,이마트24문경로또명당점,경북 문경시 당교로 175 이마트24문경로또명당점,965
2등,44,유성로또복권,경북 울진군 죽변북로 24 CU죽변점 옆 상가(1층중간),965
2등,45,CU(포항오거리점),경북 포항시 북구  죽도로 33,965
2등,46,대풍로또판매점,경남 김해시 번화2로 36,965
2등,1,GS25(구로미성점),서울 구로구  구로중앙로 228 기임빌딩101호,966
2등,2,행운복권방,서울 금천구 가산디지털1로 168 A동 103호,966
2등,3,로또 명당 가판점,서울 금천구 남부순환로 1390 가판,966
2등,4,해태식품,서울 금천구 시흥대로50길 9,966
2등,5,성보복권,서울 노원구 광운로 71 1층 1호,966
2등,6,스파,서울 노원구 동일로 1493 주공10단지종합상가111,966
2등,7,명당복권,서울 동대문구 왕산로 112-1 가판,966
2등,8,복권나라,서울 성동구 용답중앙15길 12-1 1층,966
2등,9,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,966
2등,10,농가마트,서울 양천구 중앙로 264 1층,966
2등,11,버스판매소,서울 영등포구 영중로 2 1층(영등포동3가),966
2등,12,뉴빅마트,부산 기장군 정관중앙로 48 106호,966
2등,13,기장슈퍼,부산 기장군 차성동로 69,966
2등,14,행운로또,부산 동래구 충렬대로428번길 30 102호 1호,966
2등,15,여의주로또,부산 부산진구  신암로 145 복권판매점,966
2등,16,천하명당복권,대구 북구 칠곡중앙대로 545,966
2등,17,승차권판매소,대구 중구 북성로3길 51 앞도로,966
2등,18,희망복권방,인천 계양구 효서로 293,966
2등,19,씨스페이스(주안1-2),인천 미추홀구  미추홀대로 733,966
2등,20,로또명당,인천 미추홀구 인주대로 423 101호,966
2등,21,대박로또방,인천 미추홀구 낙섬서로 46,966
2등,22,GS25(대전시네마점),대전 서구  용문로 41-88,966
2등,23,미니슈퍼,대전 중구 유천로 47,966
2등,24,복권백화점,울산 남구 어은로 12 1층,966
2등,25,티켓몰,경기 김포시 사우중로 15,966
2등,26,대운,경기 김포시 대명항로 209,966
2등,27,팬시코아,경기 남양주시 퇴계원로 46-1,966
2등,28,해뜰날,경기 동두천시 중앙로 134-30,966
2등,29,소요산복권판매점,경기 동두천시 평화로2922번길 2,966
2등,30,디딤슈퍼,경기 부천시 도약로 279,966
2등,31,플러스원,경기 수원시 장안구 만석로19번길 11-7 108호,966
2등,32,동행편의점,경기 수원시 팔달구 정조로 775-1 101호(팔달로3가),966
2등,33,로또휴게실,경기 용인시 기흥구 용구대로 1885,966
2등,34,로또휴게실,경기 용인시 기흥구 용구대로 1885,966
2등,35,천하명당,경기 파주시 방촌로 1719-68 좋은빌딩2 107호,966
2등,36,로또마트,경기 평택시 안현로서7길 2 1층 1001호(전일빌딩),966
2등,37,율암25시편의점,경기 화성시 시청로 822,966
2등,38,영웅로또,충북 제천시 내토로 601 1층,966
2등,39,대박나눔로또,충북 진천군 중앙북로 21,966
2등,40,복권명당,충남 공주시 번영1로 41,966
2등,41,로또명당인주점,충남 아산시 서해로 519-2,966
2등,42,농산물직판장,전북 군산시 백토로 128,966
2등,43,Letsgo복권방(동산점),전북 전주시 덕진구 쪽구름로 57-1,966
2등,44,명당복권방,전남 영암군  삼호읍 삼호중앙로 203 명당복권방,966
2등,45,로또복권,경북 김천시 신음새동네길 13,966
2등,46,대박로또,경북 영천시 금호로 88,966
2등,47,행운로또복권,"경북 포항시 남구 원동로 98 1층,좌측첫번째상가,GS25오천두배점",966
2등,48,목화휴게소,경남 사천시 사천대로 912,966
2등,49,나눔로또,경남 진주시 월아산로 1076 1층,966
2등,50,GS25(제주도청점),제주 제주시  신대로 63,966
2등,1,버스표 담배,서울 강동구 올림픽로 811,967
2등,2,신명,서울 강서구 방화동로3길 1,967
2등,3,신영정보통신,서울 강서구 등촌로 61 세영빌딩1층,967
2등,4,쌍문 로또명당,서울 도봉구 도당로 77 1층,967
2등,5,GS25(사당남사점),서울 동작구  동작대로17길 10,967
2등,6,유성복권,서울 송파구  오금로36길 21 1층,967
2등,7,남영동로또,서울 용산구  한강대로 277-1,967
2등,8,수색마트 복권방,서울 은평구 수색로 256,967
2등,9,가판,서울 은평구 통일로 750,967
2등,10,뷰티코어,서울 은평구 진흥로 91-1 1층,967
2등,11,묵동식품,서울 중랑구 동일로 919,967
2등,12,프로토베팅샵,부산 중구 국제시장2길 5 4호,967
2등,13,일등복권편의점,대구 달서구 대명천로 220 1층,967
2등,14,평화(북구사수점),대구 북구 한강로 92 1층 101호,967
2등,15,세진전자통신,대구 서구 서대구로 156,967
2등,16,우리마트,인천 계양구 봉오대로743번길 25 한아름상가101 102호,967
2등,17,지에스25 계산브레뉴점,인천 계양구 계양대로 215 1층 107호,967
2등,18,안전열쇠,인천 계양구 경명대로 1124 명인프라자102호,967
2등,19,충남상회,인천 미추홀구 참외전로 268 302동 B211호,967
2등,20,노다지복권방,인천 부평구 이규보로 137-1 1층,967
2등,21,L마트,인천 서구 승학로 528 아카데미프라자107호,967
2등,22,삼성로또,인천 연수구 학나래로6번길 56,967
2등,23,현대설비,인천 중구 하늘달빛로 70 114호,967
2등,24,라이프마트,인천 중구 연안부두로53번길 36 5호,967
2등,25,금성티아이에스(TIS),광주 북구  독립로 416 1층 금성TIS,967
2등,26,GS25(울산무거점),울산 남구  대학로147번길 36,967
2등,27,대박명당,울산 북구 매곡로 93-2,967
2등,28,로또복권,울산 울주군 해맞이로 1578,967
2등,29,인스토어편의점,경기 고양시 덕양구 화정로 53 새롬프라자1층 112호,967
2등,30,복권나라,경기 고양시 일산동구 하늘마을1로 9 104호,967
2등,31,로데오복권방,경기 고양시 일산동구  무궁화로 40 우림보보카운티108,967
2등,32,로데오복권방,경기 고양시 일산동구  무궁화로 40 우림보보카운티108,967
2등,33,수 복권방,경기 광명시 하안로 60 SK테크노파크 C동108호,967
2등,34,대광슈퍼,경기 군포시 고산로 679 미성프라자106호,967
2등,35,왕대박,경기 남양주시 해밀예당1로215번길 4 112호,967
2등,36,대한복권,경기 부천시 부천로 52,967
2등,37,웅진,경기 수원시 팔달구 효원로 257 4층(홈플러스 동수원점),967
2등,38,로또명당,경기 시흥시 신현로 21-1 101호,967
2등,39,복권연구소,"경기 양평군 용문산로 8 1층 1,2호",967
2등,40,CU(여주ＩＣ점),경기 여주시  세종로 390,967
2등,41,위드미 용인둔전점,경기 용인시 처인구 포곡로 110,967
2등,42,강남슈퍼,경기 의정부시 의정로 193,967
2등,43,당첨희망복권점,경기 이천시 영창로 145 관고사거리,967
2등,44,GS25 운정호수공원캐슬,경기 파주시 가온로 184 108호,967
2등,45,천하명당,경기 평택시 탄현로 224,967
2등,46,노다지복권방,경기 화성시 당성로 2 102호,967
2등,47,유성로또복권상회,강원 원주시 평원로 45 1층,967
2등,48,두꺼비복권방,충북 단양군 삼봉로 67 1층,967
2등,49,황금복권방,충북 청주시 서원구  수영로59번길 2,967
2등,50,복권나라,충북 청주시 청원구 율봉로176번길 8-2,967
2등,51,복권나라,충북 청주시 청원구 율봉로176번길 8-2,967
2등,52,씨유부영대박점,충남 논산시 부창로82번길 13-21 cu편의점,967
2등,53,왕대박로또,충남 보령시  보령북로  50 1층,967
2등,54,장미슈퍼,충남 부여군 계백로 265 부여군청 로터리 부근,967
2등,55,로또복권방,충남 아산시 모산로 121 1층,967
2등,56,성정로또판매점,충남 천안시 서북구 동서대로 138 페인트가게 옆 점포,967
2등,57,로또복권,세종   조치원로 3-1,967
2등,58,제일마트,전북 군산시 진포로 145,967
2등,59,또또복권방,전북 익산시 고봉로32길 3,967
2등,60,38복권방,전북 전주시 완산구 용리로 118,967
2등,61,나눔로또편의점,전남 광양시 공영로 90,967
2등,62,로또경주고속점,경북 경주시 태종로 695,967
2등,63,SVP로또판매점,경북 칠곡군 동중리1길 18 1층 svp로또편의점,967
2등,64,천하명당(삼성점),경남 거제시 장평1로14길 15 1층,967
2등,65,포시즌,경남 김해시 내외중앙로 99 복권판매점,967
2등,66,씨스페이스(어방가야점),경남 김해시  인제로170번길 15-6,967
2등,67,마산부림마트,경남 창원시 마산합포구 3·15대로 345 4필지,967
2등,68,경일통신,경남 창원시 마산회원구 북성로 340,967
2등,69,수성그린마트,경남 창원시 진해구 경화시장로 34 26호 10호,967
2등,1,노다지훼밀리,서울 강동구 구천면로 251,968
2등,2,복권마을,서울 강동구 풍성로 173,968
2등,3,한마음,서울 관악구 관악로 211 봉천중앙시장라열4호,968
2등,4,복권나라,서울 관악구 은천로 40-1,968
2등,5,대성미니슈퍼,서울 관악구 남부순환로 1413,968
2등,6,자양사거리가로매점,서울 광진구 자양로 95,968
2등,7,천하명당복권방독산점,서울 금천구 독산로85길 16,968
2등,8,가판점,서울 노원구 동일로 1231-2,968
2등,9,행운복권방,서울 도봉구 노해로63길 79 우림빌딩 112호,968
2등,10,아현역3번출구앞가판점,서울 마포구 마포대로 249 아현역3번출구앞,968
2등,11,행운복권방,서울 서대문구  북아현로 34-3,968
2등,12,대만상사,서울 성북구 보국문로11길 30,968
2등,13,통일복권방,서울 송파구 백제고분로7길 6,968
2등,14,럭키복권샵,서울 송파구 성내천로 218,968
2등,15,윈마트,서울 송파구 삼학사로16길 4 삼학사로 16길 우측 건물 1층,968
2등,16,통일복권방,서울 송파구 백제고분로7길 6,968
2등,17,정평복권,서울 양천구 목동중앙본로7길 30 101호,968
2등,18,당산로또명당점,서울 영등포구 양평로 52,968
2등,19,남영동로또,서울 용산구  한강대로 277-1,968
2등,20,육일슈퍼마켓,서울 중구  다동길 17,968
2등,21,갈렙분식한식,서울 중랑구 용마산로115길 92,968
2등,22,팡팡로또점,부산 남구 용호로 90 1층,968
2등,23,은혜복권판매점,부산 동래구 안락로51번길 4,968
2등,24,행운복권방,부산 사상구 사상로 527,968
2등,25,복권방,부산 사상구 백양대로 430 2동 111호,968
2등,26,복권천국(덕포점),부산 사상구 사상로309번길 39,968
2등,27,황금돼지로또,부산 수영구 광남로48번길 12 남천동,968
2등,28,GS25(대구교대점),대구 남구  중앙대로 216 GS25 대구교대점,968
2등,29,세진전자통신,대구 서구 서대구로 156,968
2등,30,우리마트,인천 계양구 봉오대로743번길 25 한아름상가101 102호,968
2등,31,로터리 클럽,인천 미추홀구 인하로 250-1 1층,968
2등,32,행복복권,인천 서구 가정로 198 1층,968
2등,33,수 종합인테리어,인천 서구 서곶로 788,968
2등,34,L마트,인천 서구 승학로 528 아카데미프라자107호,968
2등,35,씨유 진월지구점,광주 남구 효우로 87 CU진월지구점,968
2등,36,복권명당(대청점),대전 동구 용운로 67,968
2등,37,유성코아복권슈퍼,대전 유성구 문화원로6번길 103 코아마트,968
2등,38,진플러스안경,대전 중구 대종로 301-1,968
2등,39,우리들공업탑점,울산 남구 수암로 21,968
2등,40,강동로또,울산 북구 동해안로 1583,968
2등,41,복권방(행운열차),울산 중구 다운로 114,968
2등,42,부강로또,세종   부강로 34,968
2등,43,행운편의점 복권방,경기 고양시 일산동구 고풍로 33,968
2등,44,복권마을,경기 광명시 광화로 16 1층,968
2등,45,민준복권,경기 군포시  삼성로 5 해피시티 104호(부곡동 해피시티),968
2등,46,반도프라자점 로또판매,경기 남양주시 해밀예당3로 138 반도프라자,968
2등,47,예스복권방,경기 남양주시 별내중앙로 56 메인프라자 1층 105호,968
2등,48,카베,경기 부천시 부일로221번길 26 삼원타운1층-120,968
2등,49,퍼스트,경기 성남시 수정구 산성대로 523 1층,968
2등,50,명당골복권방,경기 수원시 권선구 동수원로242번길 15 104호,968
2등,51,금곡로,"경기 수원시 권선구 금곡로197번길 18-23 105호(금곡동, 해피라움블루)",968
2등,52,한일로또나라,경기 수원시 장안구 경수대로 930 북수원홈플러스內,968
2등,53,대박복권방,경기 안산시 단원구 신길중앙로1길 40 101호,968
2등,54,안성휴게소 복권판매점(부산방향),경기 안성시 경부고속도로 365 안성휴게소 하행선 내,968
2등,55,안성맞춤,경기 안성시 중앙로 371 81,968
2등,56,J마트,경기 안양시 만안구 안양로 145-1,968
2등,57,복권사랑,경기 양주시 평화로 1444,968
2등,58,한반도복권방,경기 오산시  남부대로 407 (주)한반도렌트카,968
2등,59,로또휴게실,경기 용인시 기흥구 용구대로 1885,968
2등,60,로또휴게실,경기 용인시 기흥구 용구대로 1885,968
2등,61,금나와라뚝딱,경기 용인시 처인구 지삼로 612,968
2등,62,로또복권방,경기 의왕시 효행로 42,968
2등,63,현대25시편의점,경기 파주시 봉천로 33-1,968
2등,64,노다지복권방서정지점,경기 평택시 서정역로 23,968
2등,65,용이복권방,경기 평택시 현신3길 44,968
2등,66,다터져복권방,경기 평택시 중앙2로 42,968
2등,67,평택로또판매,경기 평택시 비전5로 7 중앙프라자 105호,968
2등,68,파란만장복권방,경기 화성시  효행로 1016 101호,968
2등,69,호수복권,경기 화성시 동탄순환대로 127-5 1층 101호,968
2등,70,대박복권,경기 화성시 버들로 1375 CU편의점,968
2등,71,문막로또명당,강원 원주시 원문로 1841 1층,968
2등,72,우두로또,강원 춘천시 영서로 2786 1층,968
2등,73,로또판매점,충북 음성군 신내로 443 거성모터스 1층,968
2등,74,오창중앙복권,충북 청주시 청원구 중심상업로 47 103호,968
2등,75,대소원로또,충북 충주시 중원대로 4373 휴게소내 컨테이너,968
2등,76,예성로또서점,충남 서산시 동서1로 154,968
2등,77,로또명당인주점,충남 아산시 서해로 519-2,968
2등,78,대박로또,충남 천안시 서북구 성환2로 45,968
2등,79,천하명당복권방,충남 홍성군 조양로 180,968
2등,80,영유통(로또복권),전북 군산시 미룡로 45,968
2등,81,로또팡팡 토토팡팡,전북 군산시 지곡로 30,968
2등,82,대박로또방,전북 장수군 장천로 170,968
2등,83,로또편의점,전북 전주시 덕진구 아중로 173,968
2등,84,황금로또,전남 강진군 중앙로 95 황금당,968
2등,85,동행복권 시청점,전남 광양시 행정2길 2,968
2등,86,알리바이(나주점),전남 나주시 나주로 142 알리바이,968
2등,87,한솔복권방,전남 목포시  수문로 62 한솔복권방,968
2등,88,복권천국,전남 여수시 선소로 62 부영아파트상가4동1-2호,968
2등,89,우리로또복권방,전남 여수시 무선중앙로 71,968
2등,90,아참로또,경북 경산시 경안로 5,968
2등,91,GMART,경북 구미시 구미중앙로 57-3,968
2등,92,이마트24구미황상점,경북 구미시 수출대로 555,968
2등,93,로또복권,경북 김천시 신음새동네길 13,968
2등,94,SKY정보통신,경북 청도군 청화로 140,968
2등,95,목화휴게소,경남 사천시 사천대로 912,968
2등,96,돈보따리,경남 양산시 서창로 104 복권판매점,968
2등,97,피터팬,경남 창원시 진해구 웅동로 76 1호 복권판매점,968
2등,1,돼지복권,서울 강동구 올림픽로 746 101호,969
2등,2,복권명당,서울 노원구 동일로 1032,969
2등,3,행운복권방,서울 서대문구 신촌로 235-1,969
2등,4,대박종합복권가로판매점,서울 서대문구 신촌로 75,969
2등,5,뮤직마트,서울 서초구 강남대로 212,969
2등,6,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,969
2등,7,교통카드판매대,서울 송파구 송파대로28길 27 공영주차장앞가판,969
2등,8,로또픽,서울 양천구 지양로 62 1층 일부,969
2등,9,도로가판집,서울 용산구  한강대로 55,969
2등,10,로또,서울 중구  퇴계로86길 42,969
2등,11,로또,서울 중구  퇴계로86길 42,969
2등,12,천운명당복권방,부산 남구  수영로366번길 31,969
2등,13,또요,부산 부산진구  신암로 75,969
2등,14,백금당,부산 중구 중구로29번길 26,969
2등,15,성공마트,대구 달서구  비슬로 2694,969
2등,16,황금로또,대구 달성군 과학마을로3길 14 반도유보라 상가 황금 부동산 내,969
2등,17,복권판매점,인천 강화군 갑룡길 39,969
2등,18,대박로또,인천 계양구 아나지로 417 106호,969
2등,19,프리마트,인천 남동구 주안로 231,969
2등,20,버스매표소,인천 부평구 부평대로 3 가판,969
2등,21,씨스페이스(서남부터미널점),대전 중구  유등천동로 346 서부터미널 씨스페이스,969
2등,22,일등복권마트,울산 동구 학문로 13,969
2등,23,참조은 복권,울산 중구 성안로 167 금관상가1층,969
2등,24,대박,경기 고양시 덕양구 권율대로 892 101호,969
2등,25,한아름 복권판매점,경기 광주시 광동로 50,969
2등,26,광주역점(천운당),경기 광주시 역동로 107,969
2등,27,로또유통,경기 안산시 단원구 광덕2로 193-3 광장타운1층108호,969
2등,28,드루아,경기 안산시 단원구 대남로 9 103호,969
2등,29,천하으뜸편의점,경기 안산시 단원구 원선로북길 39 B동 1층 5호,969
2등,30,로또판매선부점,경기 안산시 단원구 선부광장로 27 122-2호,969
2등,31,버스표가판점,경기 안양시 동안구 동안로 125-2 범계역4-1출구앞 버스표가판점,969
2등,32,신봉행운스토아,경기 용인시 수지구 신봉1로 84 신봉종합상가226호,969
2등,33,진성복권방,경기 포천시 가산로 380,969
2등,34,로또판매점,경기 포천시 호국로 1900,969
2등,35,하남시청 세븐일레븐 로또,경기 하남시 대청로 15 103호 세븐일레븐 편의점,969
2등,36,향남복권,경기 화성시 행정서로1길 30,969
2등,37,부자로또,경기 화성시  수노을중앙로 255 101호,969
2등,38,진평양행,강원 강릉시 임영로 107,969
2등,39,CU(주문진점),강원 강릉시  항구로 55-1,969
2등,40,토토세상,강원 원주시 조엄로 215 1층,969
2등,41,지호로또,충북 음성군 대금로 523 1층 복권방,969
2등,42,팡팡복권방,충북 진천군 장기길 102,969
2등,43,행운을주는사람들,충북 충주시 연수상가길 42 1층 복권방,969
