상호명,소재지,1등 당첨 회차,1등 횟수,2등 당첨 회차,2등 횟수,LATITUDE,LONGITUDE
부자랑,서울 성동구 둘레15길 23,955 974 1034,3,296 537 574 653 674 718 771 928 937 938 938 938 938 938 1005,15,37.536879,127.055227
부흥청과,서울 송파구 동남로 318 오금동사거리 제이빌딩상가 1층,,0,723 741 747 758,4,37.503682,127.138665
은혜,서울 영등포구 도림로 206,,0,496 524 688,3,37.496976,126.903631
미래전산,서울 종로구 통일로 262 104호,,0,761 763 865 914,4,37.575497,126.957007
씨스페이스 창경궁로점,서울 종로구 창경궁로 137 1층,489 495,2,423 533,2,37.574616,126.997253
로또방,서울 중랑구 겸재로 157,,0,,0,37.587979,127.08507
연초2호 쇼케이스7호,서울 서초구 신반포로 194 쇼케이스7호,615 1092,2,471 490 546 566 591 652 830 924 954 975 1040 1049 1113,13,37.505509,127.007038
가로판매점,"서울 서대문구 신촌로 103 신촌역 3번,4번출구 중앙",376 767 910 1122,4,416 661 861 1041 1058 1089 1093,7,37.555561,126.937164
신문다이길음시장앞,서울 성북구 길음로7길 34 가판,,0,358 381 445 581 631 632 738 802 827 863 1006 1023 1027,13,37.60316,127.022441
잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,304 464 642 660 747 799 825 834 844 859 897 937 972 973 1019 1039 1054 1087 1106,19,333 344 381 439 458 488 500 543 576 619 662 663 665 667 680 681 683 701 724 727 727 727 750 760 786 786 790 802 818 835 836 837 842 850 851 853 856 865 866 870 871 874 878 884 885 890 891 892 903 904 921 924 960 966 969 980 993 996 997 999 999 1001 1020 1023 1023 1026 1029 1043 1044 1046 1057 1057 1057 1061 1062 1073 1078 1087 1098 1098 1104 1108 1115 1119 1121 1126 1129 1132 1135 1141,90,37.514446,127.100711
대박나라,서울 용산구 회나무로 21 1층 휴대폰매장,,0,777,1,37.539045,126.989285
장보고복권방,서울 중랑구 면목로 288,704 723 1051 1109,4,687 726 752 851 867 949 1054 1059 1146,9,37.578384,127.086186
장원사,서울 마포구 토정로 224,,0,365 757 823 823 823 823,6,37.544493,126.935536
뮤직프라자,서울 관악구 신림로 266,,0,631 851 856 906 922 1132,6,37.47881,126.932333
미래통신,서울 성북구 장월로 118-1,718 759,2,322 470 474 603 611 715 836 939 1039,9,37.616189,127.048911
천하명당복권방,서울 성북구 정릉로 268,667 1127,2,557 730 746 885 1117 1117 1117 1117 1117,9,37.603356,127.012918
글사랑&&#35;40;책대여점&&#35;41;,서울 광진구 천호대로112길 10,,0,317 382 752 792 935 935 982 984 1010,9,37.555784,127.081296
고대잉크복권방,서울 동대문구 이문로 76,,0,661,1,37.59375,127.05865
로또복권방,서울 강남구 강남대로122길 50 103호,550 701,2,291 329 332 362 466 471 526 545 619 693 694 750 822 853 992 1020 1025 1028 1073 1136,20,37.508858,127.027055
신일,서울 강서구 까치산로 177 1층 101호,,0,413 491 650 768 920,5,37.553062,126.853342
광나루복권방,서울 광진구 아차산로 591,,0,281 331 664 697 800 848 961 1041,8,37.546142,127.104883
로또코리아,서울 중랑구 봉우재로28길 33,,0,1076,1,37.592046,127.085933
가로판매점,서울 중랑구 망우로 212,720,1,771 1019,2,37.593703,127.076172
복권명가,서울 관악구 관악로24길 70,,0,296 320 416 630 654 766 917 1139,8,37.48572,126.957518
삼호복권,서울 도봉구 도봉로 457,512 760 831,3,302 324 403 535 793 817 897 1039 1130,9,37.646818,127.033171
대박천하복권방,서울 은평구 연서로 150 1층 1호,622,1,398 474 589 660 669 675 703 731 793 987 1034,11,37.603518,126.91597
행운복권방,서울 중랑구 봉우재로 41 1층,1058 1114,2,803 917 1006 1026,4,37.590792,127.077842
가로판매대,서울 강동구 올림픽로 648 천호역 3번 출구 앞&#40;가판점&#41;,,0,,0,37.538975,127.124442
새한양슈퍼,서울 마포구 월드컵북로 262 서울 마포구 월드컵북로 262,,0,948,1,37.569731,126.903135
현대,서울 도봉구 도봉로110길 74,280 676 961,3,424 668 675 943 955 1133,6,37.646189,127.037633
프로토 포이점,서울 강남구 논현로 36 태양빌딩103호,,0,371 487 616 781,4,37.474266,127.048537
한방복권방,서울 금천구 가산로3길 10 1층,,0,730 1019,2,37.472453,126.895054
대박종합복권가로판매점,서울 서대문구 신촌로 75,702 964,2,474 747 969 1005 1088 1110 1114 1114 1114,9,37.556139,126.934842
복다방,서울 성동구 동일로 135 1층 102호,997,1,992,1,37.54469,127.065039
가로판매점,서울 서대문구 수색로 32 명동의류앞,795,1,413 432 619 693 814 862 971 993 1013,9,37.56946,126.915082
한가람마트&&#35;40;슈퍼마켓&&#35;41;,서울 용산구 우사단로 3,,0,895 987 1079,3,37.530689,126.99662
버스표 담배,서울 강동구 올림픽로 811,375,1,345 590 646 761 792 888 967 970 999 1005,10,37.553515,127.128431
대박슈퍼,서울 강동구 올림픽로 800 1층 106호,1092 1092,2,702 732 858 979 1067 1068 1137 1138,8,37.552276,127.128603
행운사,서울 노원구 석계로 8-1 1층,1060,1,875 892 921 1067 1104 1143,6,37.615678,127.064676
구청앞로또명당,서울 강북구 한천로139길 9 1층,,0,810 1114,2,37.639636,127.026318
가산내차례복권,서울 금천구 디지털로9길 56 101호,,0,844,1,37.480403,126.886871
씨유구로미래지오점,서울 구로구 디지털로32나길 17-45 1층,1061,1,928 1033,2,37.485158,126.899511
동팔이복권방,서울 강서구 허준로 23 상가동 지하층 제 13호,,0,757 1080,2,37.570588,126.843942
미래복권,서울 노원구 동일로191길 7 1층,,0,301 905 1057 1137,4,37.625191,127.072624
무지개슈퍼,서울 영등포구 영등포로 379-1 &#40;신길동&#41;,,0,,0,37.513967,126.920417
종합가로판매점113호패션TV앞,서울 중구 을지로 264,858,1,743 987 1048,3,37.565751,127.006966
가로매점,서울 마포구 마포대로 61-1,913,1,321 464 490 494 538 604 692 866 1031 1040 1107 1130,12,37.541647,126.948014
로또클럽,서울 노원구 상계로23길 28 1층,,0,1037,1,37.659293,127.068231
로또대박디자인스토리,서울 금천구 금하로 645 1층,,0,974,1,37.45434,126.90275
수현미니수퍼,서울 강동구 양재대로113길 8,,0,1010 1055,2,37.538082,127.139561
사랑복권,서울 송파구 정의로8길 13,,0,866,1,37.486379,127.11543
복권나라,서울 관악구 장군봉2길 11,,0,,0,37.482452,126.939569
체인지 로또,서울 관악구 조원로 14-8 1층,,0,,0,37.483007,126.903695
로또판매점,서울 양천구 신정이펜1로 50,,0,,0,37.512507,126.830778
오피스복권,서울 강서구 화곡로 174-2 1층,,0,1096,1,37.54162,126.840987
대림슈퍼복권방,서울 강서구 가로공원로76길 47,,0,715 774 896 942 1043 1137,6,37.534978,126.837895
이마트24길음현대,서울 성북구 종암로38길 26-1 1층,,0,750 874 970 1071,4,37.606443,127.033066
무지개복권방,서울 은평구 증산로19길 8-12 1층,,0,943 956 956 956 956 956 975 1048,8,37.595183,126.913819
와이비상사,서울 송파구 풍성로14길 9,,0,861 932 958 1134,4,37.533496,127.116548
천하명당로또,서울 노원구 한글비석로31길 17 1층 우측,,0,1008 1053,2,37.660968,127.069858
드림로또,서울 은평구 진관2로 15-8 웅신 미켈란의아침 108호,,0,739 1085 1094,3,37.635394,126.919559
행운복권방,서울 금천구 가산디지털1로 168 A동 103호,,0,706 749 787 848 940 945 947 966 972 1010 1014,11,37.479959,126.882484
혜안마트,서울 은평구 진흥로1길 6-1,,0,873 964 1123,3,37.601032,126.918885
로또 송파마천,서울 송파구 성내천로 299 1층 세븐일레븐,773,1,917 995 1043 1050,4,37.49412,127.15571
나눔의 로또,서울 노원구 한글비석로 383 삼창타워플라자아파트,726,1,777 896,2,37.661463,127.072795
공릉또또점,서울 노원구 공릉로 163,,0,,0,37.624556,127.07955
천하명당복권방,서울 중구 퇴계로 322,,0,357 736,2,37.563996,127.007437
100세로또,서울 영등포구 양평로 24 1층,,0,,0,37.533214,126.903751
넘버스 커피,서울 송파구 삼학사로13길 15 카페 넘버스,,0,906,1,37.503256,127.095187
드림 편의점,서울 도봉구 덕릉로60길 26,899,1,1046,1,37.639008,127.040056
비디오카페&&#35;40;성수점&&#35;41;,서울 성동구 성덕정길 84 1층,774,1,565 817 867 886 1016 1078,6,37.53776,127.052762
을지상회,서울 중구 장충단로13길 43 동화연쇄상가1층특3,1020,1,697 826,2,37.568166,127.005923
가판점,서울 중구 퇴계로 123,530 862,2,585 834 859,3,37.561065,126.985252
행복한 꿈 이야기,서울 관악구 봉천로 612 1층,745,1,876 994,2,37.475621,126.964981
일등공장,서울 강서구 등촌로 25,,0,992 1023 1054,3,37.532162,126.863428
정곡식품,서울 서초구 법원로 15,,0,1109,1,37.494133,127.009852
선릉로또명당,서울 강남구 선릉로93길 50 1층 CU편의점,,0,1146,1,37.504308,127.044616
행운커피,서울 송파구 법원로4길 6 문정아이파크 1층,,0,978 1029,2,37.482317,127.12211
행운복권마트,서울 종로구 지봉로 58,926 1042,2,940 987 1133,3,37.575313,127.015856
대박복권방,서울 관악구 서림길 3 1층 우측첫번째,,0,,0,37.475899,126.937582
고고GOGO로또,서울 광진구 자양로15길 34,,0,935 960 1057 1057,4,37.535644,127.081742
행운복권,서울 영등포구 도신로65길 2 1층&#40;신길동&#41;,,0,,0,37.512916,126.917453
복권 아이스크림,서울 송파구 위례광장로 188 101호,1020,1,906 953 1135,3,37.481084,127.142365
복권판매점&&#35;40;일원점&&#35;41;,서울 강남구 일원로9길 72 1층,,0,,0,37.490907,127.087291
지에스&&#35;40;GS&&#35;41;25화곡호호,서울 강서구 화곡로 197 1층 GS편의점,,0,945,1,37.531469,126.849191
캐치문,서울 중구 을지로 지하 131 을지스타몰 301호 캐치문&#40;을지로3가역 10번출구&#41;,,0,,0,37.566298,126.991793
코코마켓,서울 강서구 화곡로 137,902,1,,0,37.540975,126.836978
로아cafe,서울 강북구 노해로23길 67 1층,,0,950 999 1022 1111 1133,5,37.645852,127.019783
오케이&&#35;40;O.K&&#35;41;로또,서울 도봉구 우이천로 486-1,,0,932 1031 1084,3,37.65648,127.015711
에바다양품,서울 서대문구 포방터길 47 에바다양품 가게,,0,1124,1,37.598834,126.949021
대박로또,서울 송파구 마천로57길 5,935,1,1055,1,37.4945,127.15189
나인,서울 종로구 종로10길 20,,0,,0,37.56919,126.984291
대박복권,서울 성북구 장월로 103 1층,,0,896 976 1109,3,37.615124,127.0482
복권판매점 강동하나점,서울 강동구 천중로51길 62 103호,,0,,0,37.539254,127.142603
큰샘 복권판매점,서울 서초구 바우뫼로 202 제1층 복권판매점,,0,,0,37.480046,127.041403
금광복권방,서울 마포구 성암로3길 14 1층,,0,1045,1,37.568898,126.911046
수정슈퍼,서울 동대문구 한천로 215,,0,,0,37.580103,127.068111
포시즌,서울 도봉구 도당로 7 1층 &#40;쌍문동 벽산송화&#41;,,0,,0,37.658736,127.034746
하니 행운 호떡,서울 중구 중림로 51-2,,0,911 939 1123,3,37.557428,126.968851
로또명당,서울 노원구 동일로 1280 1층 106호&#40;무지개아파트2단지 상가&#41;,,0,,0,37.643496,127.06574
세븐복권방,서울 서초구 남부순환로339길 60 국제빌딩 부근 외환은행 옆 코사마트,,0,,0,37.485712,127.021669
오케이&&#35;40;ok&&#35;41;로또,서울 용산구 백범로90길 26 101동 102호,,0,964 1070 1095,3,37.536743,126.968527
제기우리로또,서울 동대문구 약령서길 96-1,,0,923,1,37.582546,127.036719
소리로또복권방,서울 강북구 도봉로 264 1층 101호,,0,1001 1021 1137 1146,4,37.632089,127.024217
도래미슈퍼,서울 도봉구 도당로15길 43,,0,,0,37.66719,127.03534
럭키라쿤복권상암점,서울 마포구 월드컵북로44길 49 1층 좌측&#40;상암동&#41;,,0,,0,37.576806,126.894733
규림,서울 서초구 방배로 81 1층,,0,,0,37.481649,126.997114
예치복권,서울 은평구 은평터널로 193-1,,0,970,1,37.595893,126.908853
저스트로또,서울 중랑구 사가정로 412-3 1층,1149,1,1030 1078,2,37.580222,127.090494
오남매 마켓,서울 마포구 월드컵북로 162 제2층 좌측호&#40;성산동&#41;,,0,,0,37.566891,126.910533
예술의 명당,서울 서초구 강남대로 224 B1층 A-27호,,0,,0,37.484012,127.035114
로또판매점,서울 서초구 논현로 155 104호,,0,1060 1120,2,37.48357,127.04187
복권판매점&&#35;40;복권 휴게소&&#35;41;,서울 성동구 마장로 310 1층 복권방,,0,1075,1,37.566508,127.044007
대박복권&amp;크로플박사,서울 영등포구 도신로 119 1층&#40;도림동&#41;,,0,,0,37.508479,126.905004
흥복로또,서울 중구 동호로12길 6 1층 복권방,,0,1072,1,37.555574,127.010669
치킨팝,서울 광진구 긴고랑로 83 1층,,0,,0,37.560998,127.085088
충북공인중개사,서울 노원구 동일로176길 31 충북공인중개사,,0,,0,37.620343,127.076744
복권방,서울 중구 다산로 32 남산타운아파트 2상가 431호 나들가게,,0,,0,37.547167,127.005677
넥스트 이노베이션,서울 강서구 공항대로63길 8 1층 102호,,0,1105 1131,2,37.550503,126.866956
복드림,서울 은평구 가좌로 313 1층 좌측,,0,,0,37.59553,126.910064
BN항공여행사,서울 종로구 평창문화로 43-1,,0,1057 1072,2,37.605442,126.966118
머니데이,서울 서초구 방배로 76 105호,,0,,0,37.48109,126.99838
희망복권,서울 송파구 백제고분로28길 24,,0,1084 1084 1084,3,37.500942,127.091388
연타,"서울 구로구 디지털로31길 81 1층 105호&#40;구로동, 두산위브상가&#41;",,0,,0,37.486335,126.891239
복권 판매점,서울 성북구 안암로 73-3 1층,,0,1108,1,37.583024,127.028913
월드복권,서울 종로구 율곡로6길 36 오피스텔월드 109호,,0,,0,37.575779,126.989061
남산명당,서울 중구 퇴계로18길 6 1층,,0,,0,37.560511,126.985413
복권판매점,서울 구로구 개봉로 47 1층&#40;개봉동&#41;,,0,,0,37.489856,126.855907
은지대리점,서울 금천구 은행나무로 24 101호,,0,,0,37.45051,126.90508
씨유석촌역점복권점,서울 송파구 송파대로 408 하림빌딩 1층,1068,1,,0,37.503705,127.108972
쌍둥이네 로또판매점,서울 양천구 화곡로 41 1층,1091,1,,0,37.53952,126.8266
개미인력개발 서울마포점,서울 마포구 창전로 48-1 1층 일부&#40;왼쪽&#41; &#40;구수동&#41;,,0,,0,37.546669,126.932575
6/45 로또,서울 강동구 아리수로93가길 87 상가 105호,1086,1,,0,37.570452,127.169602
그린눈&&#35;40;복권&&#35;41;,서울 관악구 신림로66길 42 106호,,0,986,1,37.4858,126.93222
지에스25시 양재구룡공원,서울 서초구 동산로16길 33 101호,,0,,0,37.47157,127.04807
우리마트,서울 종로구 창경궁로 109 1층 118호 우리마트,,0,1108,1,37.572349,126.997086
로그인편의점,서울 성동구 천호대로 430 103호 로그인편의점,1040 1074,2,,0,37.5608,127.066529
가로판매점제55호,서울 용산구 청파로 286 1층 가판대,,0,,0,37.545074,126.970717
금산상사,서울 중구 삼일대로 363 지하 90호,,0,,0,37.567359,126.986555
천하명당,"서울 강북구 삼양로 512 1층, 우측",,0,1049,1,37.648809,127.014233
월드 복권방,"서울 강서구 곰달래로53길 41 1층 102호&#40;화곡동, 재룡빌딩&#41;",,0,,0,37.533515,126.858791
달콤이네아이스크림,서울 서초구 신반포로15길 29 1층 123호,,0,,0,37.5053,126.994657
등촌역로또 네모서비스,서울 강서구 등촌로55길 8 1층,,0,970 1087 1095,3,37.550443,126.863313
행운복권,서울 구로구 구로중앙로14길 26,,0,,0,37.493552,126.892168
대박 복권방,서울 구로구 경인로 225 1층&#40;오류동&#41;,,0,,0,37.497112,126.84552
연남복권방,"서울 마포구 성미산로28길 25 1층 우측상가&#40;연남동, 스퀘어일레븐&#41;",,0,,0,37.562844,126.923211
다모아 복권방,서울 송파구 문정로4길 32 A동 1층 104호,,0,972 981 1039,3,37.483569,127.126161
나눔로또,서울 양천구 곰달래로 27 1층,,0,1133,1,37.530046,126.835862
대박예림이네,서울 용산구 만리재로 182 1층 우측,,0,1040,1,37.554209,126.966379
로또,서울 은평구 응암로22길 7 1층,,0,,0,37.59392,126.918936
꿈이있는 로또점&&#35;40;복권판매점&&#35;41;,서울 은평구 통일로 699 1층,,0,1066,1,37.608381,126.931468
대박집,서울 광진구 천호대로129길 49 101호,1059,1,,0,37.566943,127.082193
방글이 로또,서울 노원구 상계로12길 16 1층 일부&#40;상계동&#41;,,0,,0,37.657139,127.068458
1등로또명당,서울 강북구 오패산로52길 54 1층,,0,,0,37.625286,127.032502
로또방,서울 강북구 삼양로123길 31 1층,,0,1006,1,37.644599,127.01382
행운로또복권방,서울 성북구 보국문로 34-1,,0,972 1018 1033,3,37.607548,127.01053
복권판매점,서울 은평구 서오릉로 217-2,,0,992 1015 1072 1118,4,37.614418,126.909345
로또사과,서울 종로구 돈화문로6나길 28 씨스페이스,,0,,0,37.572092,126.993023
세븐11명당,서울 송파구 삼학사로 32 1층,,0,,0,37.500042,127.096999
시온복권방,서울 용산구 새창로 213 1층,,0,1053 1057 1094,3,37.530459,126.967239
단지정육점,"서울 노원구 섬밭로 287 제1층 105호&#40;중계동,중계그린아파트A상가&#41;",,0,,0,37.641337,127.062891
